"","Statistic","Month","Agricultural.Product","value"
"6511","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M04","Vegetables (Output)",135.37
"6512","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M04","Vegetables (Output)",135
"6513","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M05","Vegetables (Output)",132.02
"6514","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M05","Vegetables (Output)",132.5
"6515","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M06","Vegetables (Output)",124.36
"6516","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M06","Vegetables (Output)",129.5
"6517","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M07","Vegetables (Output)",133.73
"6518","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M07","Vegetables (Output)",131.3
"6519","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M08","Vegetables (Output)",131.28
"6520","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M08","Vegetables (Output)",128.7
"6521","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M09","Vegetables (Output)",128.16
"6522","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M09","Vegetables (Output)",126.9
"6523","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M10","Vegetables (Output)",128.33
"6524","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M10","Vegetables (Output)",127
"6525","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M11","Vegetables (Output)",128.64
"6526","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M11","Vegetables (Output)",127.7
"6527","Agricultural Input and Output Prices Indices (Base 2000=100)","2010M12","Vegetables (Output)",128.64
"6528","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2010M12","Vegetables (Output)",128.9
"6529","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M01","Total Index (Input)",92.4
"6530","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M01","Total Index (Input)",92.4
"6531","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M02","Total Index (Input)",92.6
"6532","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M02","Total Index (Input)",92.6
"6533","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M03","Total Index (Input)",93
"6534","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M03","Total Index (Input)",92.8
"6535","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M04","Total Index (Input)",93.3
"6536","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M04","Total Index (Input)",93.1
"6537","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M05","Total Index (Input)",93.4
"6538","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M05","Total Index (Input)",93.1
"6539","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M06","Total Index (Input)",93.4
"6540","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M06","Total Index (Input)",93.1
"6541","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M07","Total Index (Input)",93.2
"6542","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M07","Total Index (Input)",93.1
"6543","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M08","Total Index (Input)",93.3
"6544","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M08","Total Index (Input)",93.3
"6545","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M09","Total Index (Input)",93.6
"6546","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M09","Total Index (Input)",93.8
"6547","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M10","Total Index (Input)",93.9
"6548","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M10","Total Index (Input)",94.3
"6549","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M11","Total Index (Input)",94.1
"6550","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M11","Total Index (Input)",94.5
"6551","Agricultural Input and Output Prices Indices (Base 2000=100)","1995M12","Total Index (Input)",95.1
"6552","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1995M12","Total Index (Input)",95.4
"6553","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M01","Total Index (Input)",96.1
"6554","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M01","Total Index (Input)",96
"6555","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M02","Total Index (Input)",96.6
"6556","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M02","Total Index (Input)",96.5
"6557","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M03","Total Index (Input)",96.8
"6558","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M03","Total Index (Input)",96.6
"6559","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M04","Total Index (Input)",96.9
"6560","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M04","Total Index (Input)",96.6
"6561","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M05","Total Index (Input)",97.7
"6562","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M05","Total Index (Input)",97.4
"6563","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M06","Total Index (Input)",97.9
"6564","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M06","Total Index (Input)",97.6
"6565","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M07","Total Index (Input)",97.8
"6566","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M07","Total Index (Input)",97.7
"6567","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M08","Total Index (Input)",97.9
"6568","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M08","Total Index (Input)",97.9
"6569","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M09","Total Index (Input)",97.8
"6570","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M09","Total Index (Input)",97.9
"6571","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M10","Total Index (Input)",97.4
"6572","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M10","Total Index (Input)",97.8
"6573","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M11","Total Index (Input)",97.4
"6574","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M11","Total Index (Input)",97.8
"6575","Agricultural Input and Output Prices Indices (Base 2000=100)","1996M12","Total Index (Input)",97
"6576","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1996M12","Total Index (Input)",97.3
"6577","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M01","Total Index (Input)",96.8
"6578","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M01","Total Index (Input)",96.9
"6579","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M02","Total Index (Input)",96.5
"6580","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M02","Total Index (Input)",96.4
"6581","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M03","Total Index (Input)",96.2
"6582","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M03","Total Index (Input)",96
"6583","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M04","Total Index (Input)",96.1
"6584","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M04","Total Index (Input)",95.8
"6585","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M05","Total Index (Input)",96
"6586","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M05","Total Index (Input)",95.7
"6587","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M06","Total Index (Input)",95.9
"6588","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M06","Total Index (Input)",95.7
"6589","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M07","Total Index (Input)",95.7
"6590","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M07","Total Index (Input)",95.7
"6591","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M08","Total Index (Input)",95.3
"6592","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M08","Total Index (Input)",95.2
"6593","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M09","Total Index (Input)",93.9
"6594","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M09","Total Index (Input)",94
"6595","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M10","Total Index (Input)",93.8
"6596","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M10","Total Index (Input)",94.1
"6597","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M11","Total Index (Input)",93.7
"6598","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M11","Total Index (Input)",93.9
"6599","Agricultural Input and Output Prices Indices (Base 2000=100)","1997M12","Total Index (Input)",93.7
"6600","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1997M12","Total Index (Input)",93.9
"6601","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M01","Total Index (Input)",93.6
"6602","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M01","Total Index (Input)",93.7
"6603","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M02","Total Index (Input)",93.7
"6604","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M02","Total Index (Input)",93.7
"6605","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M03","Total Index (Input)",93.9
"6606","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M03","Total Index (Input)",93.8
"6607","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M04","Total Index (Input)",93.6
"6608","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M04","Total Index (Input)",93.4
"6609","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M05","Total Index (Input)",93.4
"6610","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M05","Total Index (Input)",93.1
"6611","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M06","Total Index (Input)",93.1
"6612","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M06","Total Index (Input)",92.9
"6613","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M07","Total Index (Input)",93
"6614","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M07","Total Index (Input)",93
"6615","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M08","Total Index (Input)",93
"6616","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M08","Total Index (Input)",93
"6617","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M09","Total Index (Input)",92.5
"6618","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M09","Total Index (Input)",92.6
"6619","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M10","Total Index (Input)",92.3
"6620","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M10","Total Index (Input)",92.6
"6621","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M11","Total Index (Input)",92.3
"6622","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M11","Total Index (Input)",92.5
"6623","Agricultural Input and Output Prices Indices (Base 2000=100)","1998M12","Total Index (Input)",92.1
"6624","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1998M12","Total Index (Input)",92.3
"6625","Agricultural Input and Output Prices Indices (Base 2000=100)","1999M01","Total Index (Input)",92.4
"6626","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1999M01","Total Index (Input)",92.5
"6627","Agricultural Input and Output Prices Indices (Base 2000=100)","1999M02","Total Index (Input)",92.8
"6628","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1999M02","Total Index (Input)",92.8
"6629","Agricultural Input and Output Prices Indices (Base 2000=100)","1999M03","Total Index (Input)",93.2
"6630","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1999M03","Total Index (Input)",93
"6631","Agricultural Input and Output Prices Indices (Base 2000=100)","1999M04","Total Index (Input)",93.6
"6632","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1999M04","Total Index (Input)",93.4
"6633","Agricultural Input and Output Prices Indices (Base 2000=100)","1999M05","Total Index (Input)",94
"6634","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1999M05","Total Index (Input)",93.7
"6635","Agricultural Input and Output Prices Indices (Base 2000=100)","1999M06","Total Index (Input)",93.8
