"","Statistic","Month","Meat.Usage","value"
"1733","Weight of Pigs Slaughtered (Tonnes)","2003M01","Pigs for Bacon",4638
"1734","Average Pig Carcass Weight (Kg)","2003M01","Pigs for Bacon",73.8
"1735","Pigs Slaughtered (Number)","2003M02","Pigs for Bacon",45640
"1736","Weight of Pigs Slaughtered (Tonnes)","2003M02","Pigs for Bacon",3471
"1737","Average Pig Carcass Weight (Kg)","2003M02","Pigs for Bacon",76.1
"1738","Pigs Slaughtered (Number)","2003M03","Pigs for Bacon",41893
"1739","Weight of Pigs Slaughtered (Tonnes)","2003M03","Pigs for Bacon",3190
"1740","Average Pig Carcass Weight (Kg)","2003M03","Pigs for Bacon",76.1
"1741","Pigs Slaughtered (Number)","2003M04","Pigs for Bacon",54205
"1742","Weight of Pigs Slaughtered (Tonnes)","2003M04","Pigs for Bacon",4099
"1743","Average Pig Carcass Weight (Kg)","2003M04","Pigs for Bacon",75.6
"1744","Pigs Slaughtered (Number)","2003M05","Pigs for Bacon",43981
"1745","Weight of Pigs Slaughtered (Tonnes)","2003M05","Pigs for Bacon",3336
"1746","Average Pig Carcass Weight (Kg)","2003M05","Pigs for Bacon",75.8
"1747","Pigs Slaughtered (Number)","2003M06","Pigs for Bacon",38050
"1748","Weight of Pigs Slaughtered (Tonnes)","2003M06","Pigs for Bacon",2872
"1749","Average Pig Carcass Weight (Kg)","2003M06","Pigs for Bacon",75.5
"1750","Pigs Slaughtered (Number)","2003M07","Pigs for Bacon",55584
"1751","Weight of Pigs Slaughtered (Tonnes)","2003M07","Pigs for Bacon",4202
"1752","Average Pig Carcass Weight (Kg)","2003M07","Pigs for Bacon",75.6
"1753","Pigs Slaughtered (Number)","2003M08","Pigs for Bacon",39087
"1754","Weight of Pigs Slaughtered (Tonnes)","2003M08","Pigs for Bacon",2977
"1755","Average Pig Carcass Weight (Kg)","2003M08","Pigs for Bacon",76.2
"1756","Pigs Slaughtered (Number)","2003M09","Pigs for Bacon",36558
"1757","Weight of Pigs Slaughtered (Tonnes)","2003M09","Pigs for Bacon",2787
"1758","Average Pig Carcass Weight (Kg)","2003M09","Pigs for Bacon",76.2
"1759","Pigs Slaughtered (Number)","2003M10","Pigs for Bacon",47056
"1760","Weight of Pigs Slaughtered (Tonnes)","2003M10","Pigs for Bacon",3599
"1761","Average Pig Carcass Weight (Kg)","2003M10","Pigs for Bacon",76.5
"1762","Pigs Slaughtered (Number)","2003M11","Pigs for Bacon",40259
"1763","Weight of Pigs Slaughtered (Tonnes)","2003M11","Pigs for Bacon",3155
"1764","Average Pig Carcass Weight (Kg)","2003M11","Pigs for Bacon",78.4
"1765","Pigs Slaughtered (Number)","2003M12","Pigs for Bacon",35786
"1766","Weight of Pigs Slaughtered (Tonnes)","2003M12","Pigs for Bacon",2740
"1767","Average Pig Carcass Weight (Kg)","2003M12","Pigs for Bacon",76.6
"1768","Pigs Slaughtered (Number)","2004M01","Pigs for Bacon",38836
"1769","Weight of Pigs Slaughtered (Tonnes)","2004M01","Pigs for Bacon",3079
"1770","Average Pig Carcass Weight (Kg)","2004M01","Pigs for Bacon",79.3
"1771","Pigs Slaughtered (Number)","2004M02","Pigs for Bacon",25931
"1772","Weight of Pigs Slaughtered (Tonnes)","2004M02","Pigs for Bacon",2027
"1773","Average Pig Carcass Weight (Kg)","2004M02","Pigs for Bacon",78.2
"1774","Pigs Slaughtered (Number)","2004M03","Pigs for Bacon",29516
"1775","Weight of Pigs Slaughtered (Tonnes)","2004M03","Pigs for Bacon",2343
"1776","Average Pig Carcass Weight (Kg)","2004M03","Pigs for Bacon",79.4
"1777","Pigs Slaughtered (Number)","2004M04","Pigs for Bacon",26668
"1778","Weight of Pigs Slaughtered (Tonnes)","2004M04","Pigs for Bacon",2107
"1779","Average Pig Carcass Weight (Kg)","2004M04","Pigs for Bacon",79
"1780","Pigs Slaughtered (Number)","2004M05","Pigs for Bacon",28170
"1781","Weight of Pigs Slaughtered (Tonnes)","2004M05","Pigs for Bacon",2219
"1782","Average Pig Carcass Weight (Kg)","2004M05","Pigs for Bacon",78.8
"1783","Pigs Slaughtered (Number)","2004M06","Pigs for Bacon",32083
"1784","Weight of Pigs Slaughtered (Tonnes)","2004M06","Pigs for Bacon",2502
"1785","Average Pig Carcass Weight (Kg)","2004M06","Pigs for Bacon",78.1
"1786","Pigs Slaughtered (Number)","2004M07","Pigs for Bacon",28023
"1787","Weight of Pigs Slaughtered (Tonnes)","2004M07","Pigs for Bacon",2158
"1788","Average Pig Carcass Weight (Kg)","2004M07","Pigs for Bacon",77
"1789","Pigs Slaughtered (Number)","2004M08","Pigs for Bacon",26116
"1790","Weight of Pigs Slaughtered (Tonnes)","2004M08","Pigs for Bacon",2031
"1791","Average Pig Carcass Weight (Kg)","2004M08","Pigs for Bacon",77.8
"1792","Pigs Slaughtered (Number)","2004M09","Pigs for Bacon",39143
"1793","Weight of Pigs Slaughtered (Tonnes)","2004M09","Pigs for Bacon",3036
"1794","Average Pig Carcass Weight (Kg)","2004M09","Pigs for Bacon",77.6
"1795","Pigs Slaughtered (Number)","2004M10","Pigs for Bacon",20434
"1796","Weight of Pigs Slaughtered (Tonnes)","2004M10","Pigs for Bacon",1674
"1797","Average Pig Carcass Weight (Kg)","2004M10","Pigs for Bacon",81.9
"1798","Pigs Slaughtered (Number)","2004M11","Pigs for Bacon",NA
"1799","Weight of Pigs Slaughtered (Tonnes)","2004M11","Pigs for Bacon",NA
"1800","Average Pig Carcass Weight (Kg)","2004M11","Pigs for Bacon",NA
"1801","Pigs Slaughtered (Number)","2004M12","Pigs for Bacon",NA
"1802","Weight of Pigs Slaughtered (Tonnes)","2004M12","Pigs for Bacon",NA
"1803","Average Pig Carcass Weight (Kg)","2004M12","Pigs for Bacon",NA
"1804","Pigs Slaughtered (Number)","2005M01","Pigs for Bacon",NA
"1805","Weight of Pigs Slaughtered (Tonnes)","2005M01","Pigs for Bacon",0
"1806","Average Pig Carcass Weight (Kg)","2005M01","Pigs for Bacon",NA
"1807","Pigs Slaughtered (Number)","1980M01","Pigs for Pork",41587
"1808","Weight of Pigs Slaughtered (Tonnes)","1980M01","Pigs for Pork",NA
"1809","Average Pig Carcass Weight (Kg)","1980M01","Pigs for Pork",NA
"1810","Pigs Slaughtered (Number)","1980M02","Pigs for Pork",37646
"1811","Weight of Pigs Slaughtered (Tonnes)","1980M02","Pigs for Pork",NA
"1812","Average Pig Carcass Weight (Kg)","1980M02","Pigs for Pork",NA
"1813","Pigs Slaughtered (Number)","1980M03","Pigs for Pork",37494
"1814","Weight of Pigs Slaughtered (Tonnes)","1980M03","Pigs for Pork",NA
"1815","Average Pig Carcass Weight (Kg)","1980M03","Pigs for Pork",NA
"1816","Pigs Slaughtered (Number)","1980M04","Pigs for Pork",36756
"1817","Weight of Pigs Slaughtered (Tonnes)","1980M04","Pigs for Pork",NA
"1818","Average Pig Carcass Weight (Kg)","1980M04","Pigs for Pork",NA
"1819","Pigs Slaughtered (Number)","1980M05","Pigs for Pork",36451
"1820","Weight of Pigs Slaughtered (Tonnes)","1980M05","Pigs for Pork",NA
"1821","Average Pig Carcass Weight (Kg)","1980M05","Pigs for Pork",NA
"1822","Pigs Slaughtered (Number)","1980M06","Pigs for Pork",34255
"1823","Weight of Pigs Slaughtered (Tonnes)","1980M06","Pigs for Pork",NA
"1824","Average Pig Carcass Weight (Kg)","1980M06","Pigs for Pork",NA
"1825","Pigs Slaughtered (Number)","1980M07","Pigs for Pork",34402
"1826","Weight of Pigs Slaughtered (Tonnes)","1980M07","Pigs for Pork",NA
"1827","Average Pig Carcass Weight (Kg)","1980M07","Pigs for Pork",NA
"1828","Pigs Slaughtered (Number)","1980M08","Pigs for Pork",30954
"1829","Weight of Pigs Slaughtered (Tonnes)","1980M08","Pigs for Pork",NA
"1830","Average Pig Carcass Weight (Kg)","1980M08","Pigs for Pork",NA
"1831","Pigs Slaughtered (Number)","1980M09","Pigs for Pork",37886
"1832","Weight of Pigs Slaughtered (Tonnes)","1980M09","Pigs for Pork",NA
"1833","Average Pig Carcass Weight (Kg)","1980M09","Pigs for Pork",NA
"1834","Pigs Slaughtered (Number)","1980M10","Pigs for Pork",39884
"1835","Weight of Pigs Slaughtered (Tonnes)","1980M10","Pigs for Pork",NA
"1836","Average Pig Carcass Weight (Kg)","1980M10","Pigs for Pork",NA
"1837","Pigs Slaughtered (Number)","1980M11","Pigs for Pork",38390
"1838","Weight of Pigs Slaughtered (Tonnes)","1980M11","Pigs for Pork",NA
"1839","Average Pig Carcass Weight (Kg)","1980M11","Pigs for Pork",NA
"1840","Pigs Slaughtered (Number)","1980M12","Pigs for Pork",36196
"1841","Weight of Pigs Slaughtered (Tonnes)","1980M12","Pigs for Pork",NA
"1842","Average Pig Carcass Weight (Kg)","1980M12","Pigs for Pork",NA
"1843","Pigs Slaughtered (Number)","1981M01","Pigs for Pork",36385
"1844","Weight of Pigs Slaughtered (Tonnes)","1981M01","Pigs for Pork",NA
"1845","Average Pig Carcass Weight (Kg)","1981M01","Pigs for Pork",NA
"1846","Pigs Slaughtered (Number)","1981M02","Pigs for Pork",30317
"1847","Weight of Pigs Slaughtered (Tonnes)","1981M02","Pigs for Pork",NA
"1848","Average Pig Carcass Weight (Kg)","1981M02","Pigs for Pork",NA
"1849","Pigs Slaughtered (Number)","1981M03","Pigs for Pork",34182
"1850","Weight of Pigs Slaughtered (Tonnes)","1981M03","Pigs for Pork",NA
"1851","Average Pig Carcass Weight (Kg)","1981M03","Pigs for Pork",NA
"1852","Pigs Slaughtered (Number)","1981M04","Pigs for Pork",29433
"1853","Weight of Pigs Slaughtered (Tonnes)","1981M04","Pigs for Pork",NA
"1854","Average Pig Carcass Weight (Kg)","1981M04","Pigs for Pork",NA
"1855","Pigs Slaughtered (Number)","1981M05","Pigs for Pork",28167
"1856","Weight of Pigs Slaughtered (Tonnes)","1981M05","Pigs for Pork",NA
"1857","Average Pig Carcass Weight (Kg)","1981M05","Pigs for Pork",NA
"1858","Pigs Slaughtered (Number)","1981M06","Pigs for Pork",29760
"1859","Weight of Pigs Slaughtered (Tonnes)","1981M06","Pigs for Pork",NA
"1860","Average Pig Carcass Weight (Kg)","1981M06","Pigs for Pork",NA
"1861","Pigs Slaughtered (Number)","1981M07","Pigs for Pork",31611
"1862","Weight of Pigs Slaughtered (Tonnes)","1981M07","Pigs for Pork",NA
"1863","Average Pig Carcass Weight (Kg)","1981M07","Pigs for Pork",NA
"1864","Pigs Slaughtered (Number)","1981M08","Pigs for Pork",32461
"1865","Weight of Pigs Slaughtered (Tonnes)","1981M08","Pigs for Pork",NA
"1866","Average Pig Carcass Weight (Kg)","1981M08","Pigs for Pork",NA
"1867","Pigs Slaughtered (Number)","1981M09","Pigs for Pork",36933
"1868","Weight of Pigs Slaughtered (Tonnes)","1981M09","Pigs for Pork",NA
"1869","Average Pig Carcass Weight (Kg)","1981M09","Pigs for Pork",NA
"1870","Pigs Slaughtered (Number)","1981M10","Pigs for Pork",33279
"1871","Weight of Pigs Slaughtered (Tonnes)","1981M10","Pigs for Pork",NA
"1872","Average Pig Carcass Weight (Kg)","1981M10","Pigs for Pork",NA
"1873","Pigs Slaughtered (Number)","1981M11","Pigs for Pork",30379
"1874","Weight of Pigs Slaughtered (Tonnes)","1981M11","Pigs for Pork",NA
"1875","Average Pig Carcass Weight (Kg)","1981M11","Pigs for Pork",NA
"1876","Pigs Slaughtered (Number)","1981M12","Pigs for Pork",27973
"1877","Weight of Pigs Slaughtered (Tonnes)","1981M12","Pigs for Pork",NA
"1878","Average Pig Carcass Weight (Kg)","1981M12","Pigs for Pork",NA
"1879","Pigs Slaughtered (Number)","1982M01","Pigs for Pork",30326
"1880","Weight of Pigs Slaughtered (Tonnes)","1982M01","Pigs for Pork",NA
"1881","Average Pig Carcass Weight (Kg)","1982M01","Pigs for Pork",NA
"1882","Pigs Slaughtered (Number)","1982M02","Pigs for Pork",29542
"1883","Weight of Pigs Slaughtered (Tonnes)","1982M02","Pigs for Pork",NA
"1884","Average Pig Carcass Weight (Kg)","1982M02","Pigs for Pork",NA
"1885","Pigs Slaughtered (Number)","1982M03","Pigs for Pork",35519
"1886","Weight of Pigs Slaughtered (Tonnes)","1982M03","Pigs for Pork",NA
"1887","Average Pig Carcass Weight (Kg)","1982M03","Pigs for Pork",NA
"1888","Pigs Slaughtered (Number)","1982M04","Pigs for Pork",36259
"1889","Weight of Pigs Slaughtered (Tonnes)","1982M04","Pigs for Pork",NA
"1890","Average Pig Carcass Weight (Kg)","1982M04","Pigs for Pork",NA
"1891","Pigs Slaughtered (Number)","1982M05","Pigs for Pork",38675
"1892","Weight of Pigs Slaughtered (Tonnes)","1982M05","Pigs for Pork",NA
"1893","Average Pig Carcass Weight (Kg)","1982M05","Pigs for Pork",NA
"1894","Pigs Slaughtered (Number)","1982M06","Pigs for Pork",43021
"1895","Weight of Pigs Slaughtered (Tonnes)","1982M06","Pigs for Pork",NA
"1896","Average Pig Carcass Weight (Kg)","1982M06","Pigs for Pork",NA
"1897","Pigs Slaughtered (Number)","1982M07","Pigs for Pork",41615
"1898","Weight of Pigs Slaughtered (Tonnes)","1982M07","Pigs for Pork",NA
"1899","Average Pig Carcass Weight (Kg)","1982M07","Pigs for Pork",NA
"1900","Pigs Slaughtered (Number)","1982M08","Pigs for Pork",40347
"1901","Weight of Pigs Slaughtered (Tonnes)","1982M08","Pigs for Pork",NA
"1902","Average Pig Carcass Weight (Kg)","1982M08","Pigs for Pork",NA
"1903","Pigs Slaughtered (Number)","1982M09","Pigs for Pork",45572
"1904","Weight of Pigs Slaughtered (Tonnes)","1982M09","Pigs for Pork",NA
"1905","Average Pig Carcass Weight (Kg)","1982M09","Pigs for Pork",NA
"1906","Pigs Slaughtered (Number)","1982M10","Pigs for Pork",44332
"1907","Weight of Pigs Slaughtered (Tonnes)","1982M10","Pigs for Pork",NA
"1908","Average Pig Carcass Weight (Kg)","1982M10","Pigs for Pork",NA
"1909","Pigs Slaughtered (Number)","1982M11","Pigs for Pork",48787
"1910","Weight of Pigs Slaughtered (Tonnes)","1982M11","Pigs for Pork",NA
"1911","Average Pig Carcass Weight (Kg)","1982M11","Pigs for Pork",NA
"1912","Pigs Slaughtered (Number)","1982M12","Pigs for Pork",45490
"1913","Weight of Pigs Slaughtered (Tonnes)","1982M12","Pigs for Pork",NA
"1914","Average Pig Carcass Weight (Kg)","1982M12","Pigs for Pork",NA
"1915","Pigs Slaughtered (Number)","1983M01","Pigs for Pork",54322
"1916","Weight of Pigs Slaughtered (Tonnes)","1983M01","Pigs for Pork",3847
"1917","Average Pig Carcass Weight (Kg)","1983M01","Pigs for Pork",70.8
"1918","Pigs Slaughtered (Number)","1983M02","Pigs for Pork",61605
"1919","Weight of Pigs Slaughtered (Tonnes)","1983M02","Pigs for Pork",4277
"1920","Average Pig Carcass Weight (Kg)","1983M02","Pigs for Pork",69.4
"1921","Pigs Slaughtered (Number)","1983M03","Pigs for Pork",78320
"1922","Weight of Pigs Slaughtered (Tonnes)","1983M03","Pigs for Pork",5446
"1923","Average Pig Carcass Weight (Kg)","1983M03","Pigs for Pork",69.5
"1924","Pigs Slaughtered (Number)","1983M04","Pigs for Pork",66611
"1925","Weight of Pigs Slaughtered (Tonnes)","1983M04","Pigs for Pork",4496
"1926","Average Pig Carcass Weight (Kg)","1983M04","Pigs for Pork",67.5
"1927","Pigs Slaughtered (Number)","1983M05","Pigs for Pork",70059
"1928","Weight of Pigs Slaughtered (Tonnes)","1983M05","Pigs for Pork",4755
"1929","Average Pig Carcass Weight (Kg)","1983M05","Pigs for Pork",67.9
"1930","Pigs Slaughtered (Number)","1983M06","Pigs for Pork",65652
"1931","Weight of Pigs Slaughtered (Tonnes)","1983M06","Pigs for Pork",4471
"1932","Average Pig Carcass Weight (Kg)","1983M06","Pigs for Pork",68.1
"1933","Pigs Slaughtered (Number)","1983M07","Pigs for Pork",61439
"1934","Weight of Pigs Slaughtered (Tonnes)","1983M07","Pigs for Pork",4234
"1935","Average Pig Carcass Weight (Kg)","1983M07","Pigs for Pork",68.9
"1936","Pigs Slaughtered (Number)","1983M08","Pigs for Pork",68403
"1937","Weight of Pigs Slaughtered (Tonnes)","1983M08","Pigs for Pork",4557
"1938","Average Pig Carcass Weight (Kg)","1983M08","Pigs for Pork",66.6
"1939","Pigs Slaughtered (Number)","1983M09","Pigs for Pork",67178
"1940","Weight of Pigs Slaughtered (Tonnes)","1983M09","Pigs for Pork",4665
"1941","Average Pig Carcass Weight (Kg)","1983M09","Pigs for Pork",69.4
"1942","Pigs Slaughtered (Number)","1983M10","Pigs for Pork",57721
"1943","Weight of Pigs Slaughtered (Tonnes)","1983M10","Pigs for Pork",4010
"1944","Average Pig Carcass Weight (Kg)","1983M10","Pigs for Pork",69.5
"1945","Pigs Slaughtered (Number)","1983M11","Pigs for Pork",56159
"1946","Weight of Pigs Slaughtered (Tonnes)","1983M11","Pigs for Pork",3968
"1947","Average Pig Carcass Weight (Kg)","1983M11","Pigs for Pork",70.7
"1948","Pigs Slaughtered (Number)","1983M12","Pigs for Pork",48494
"1949","Weight of Pigs Slaughtered (Tonnes)","1983M12","Pigs for Pork",3346
"1950","Average Pig Carcass Weight (Kg)","1983M12","Pigs for Pork",69
"1951","Pigs Slaughtered (Number)","1984M01","Pigs for Pork",68446
"1952","Weight of Pigs Slaughtered (Tonnes)","1984M01","Pigs for Pork",4827
"1953","Average Pig Carcass Weight (Kg)","1984M01","Pigs for Pork",70.5
"1954","Pigs Slaughtered (Number)","1984M02","Pigs for Pork",69480
"1955","Weight of Pigs Slaughtered (Tonnes)","1984M02","Pigs for Pork",4918
"1956","Average Pig Carcass Weight (Kg)","1984M02","Pigs for Pork",70.8
"1957","Pigs Slaughtered (Number)","1984M03","Pigs for Pork",72643
"1958","Weight of Pigs Slaughtered (Tonnes)","1984M03","Pigs for Pork",5066
"1959","Average Pig Carcass Weight (Kg)","1984M03","Pigs for Pork",69.7
"1960","Pigs Slaughtered (Number)","1984M04","Pigs for Pork",51467
"1961","Weight of Pigs Slaughtered (Tonnes)","1984M04","Pigs for Pork",3613
"1962","Average Pig Carcass Weight (Kg)","1984M04","Pigs for Pork",70.2
"1963","Pigs Slaughtered (Number)","1984M05","Pigs for Pork",51325
"1964","Weight of Pigs Slaughtered (Tonnes)","1984M05","Pigs for Pork",3610
"1965","Average Pig Carcass Weight (Kg)","1984M05","Pigs for Pork",70.3
"1966","Pigs Slaughtered (Number)","1984M06","Pigs for Pork",48306
"1967","Weight of Pigs Slaughtered (Tonnes)","1984M06","Pigs for Pork",3466
"1968","Average Pig Carcass Weight (Kg)","1984M06","Pigs for Pork",71.8
"1969","Pigs Slaughtered (Number)","1984M07","Pigs for Pork",51830
"1970","Weight of Pigs Slaughtered (Tonnes)","1984M07","Pigs for Pork",3516
"1971","Average Pig Carcass Weight (Kg)","1984M07","Pigs for Pork",67.8
"1972","Pigs Slaughtered (Number)","1984M08","Pigs for Pork",55811
"1973","Weight of Pigs Slaughtered (Tonnes)","1984M08","Pigs for Pork",3910
"1974","Average Pig Carcass Weight (Kg)","1984M08","Pigs for Pork",70.1
"1975","Pigs Slaughtered (Number)","1984M09","Pigs for Pork",40848
"1976","Weight of Pigs Slaughtered (Tonnes)","1984M09","Pigs for Pork",2969
"1977","Average Pig Carcass Weight (Kg)","1984M09","Pigs for Pork",72.7
"1978","Pigs Slaughtered (Number)","1984M10","Pigs for Pork",42987
"1979","Weight of Pigs Slaughtered (Tonnes)","1984M10","Pigs for Pork",3149
"1980","Average Pig Carcass Weight (Kg)","1984M10","Pigs for Pork",73.3
"1981","Pigs Slaughtered (Number)","1984M11","Pigs for Pork",42328
"1982","Weight of Pigs Slaughtered (Tonnes)","1984M11","Pigs for Pork",3112
"1983","Average Pig Carcass Weight (Kg)","1984M11","Pigs for Pork",73.5
"1984","Pigs Slaughtered (Number)","1984M12","Pigs for Pork",30511
"1985","Weight of Pigs Slaughtered (Tonnes)","1984M12","Pigs for Pork",2092
"1986","Average Pig Carcass Weight (Kg)","1984M12","Pigs for Pork",68.6
"1987","Pigs Slaughtered (Number)","1985M01","Pigs for Pork",49087
"1988","Weight of Pigs Slaughtered (Tonnes)","1985M01","Pigs for Pork",3584
"1989","Average Pig Carcass Weight (Kg)","1985M01","Pigs for Pork",73
"1990","Pigs Slaughtered (Number)","1985M02","Pigs for Pork",44810
"1991","Weight of Pigs Slaughtered (Tonnes)","1985M02","Pigs for Pork",3142
"1992","Average Pig Carcass Weight (Kg)","1985M02","Pigs for Pork",70.1
"1993","Pigs Slaughtered (Number)","1985M03","Pigs for Pork",46098
"1994","Weight of Pigs Slaughtered (Tonnes)","1985M03","Pigs for Pork",3097
"1995","Average Pig Carcass Weight (Kg)","1985M03","Pigs for Pork",67.2
"1996","Pigs Slaughtered (Number)","1985M04","Pigs for Pork",42579
"1997","Weight of Pigs Slaughtered (Tonnes)","1985M04","Pigs for Pork",2856
"1998","Average Pig Carcass Weight (Kg)","1985M04","Pigs for Pork",67.1
"1999","Pigs Slaughtered (Number)","1985M05","Pigs for Pork",42160
"2000","Weight of Pigs Slaughtered (Tonnes)","1985M05","Pigs for Pork",2881
"2001","Average Pig Carcass Weight (Kg)","1985M05","Pigs for Pork",68.3
"2002","Pigs Slaughtered (Number)","1985M06","Pigs for Pork",32351
"2003","Weight of Pigs Slaughtered (Tonnes)","1985M06","Pigs for Pork",2395
"2004","Average Pig Carcass Weight (Kg)","1985M06","Pigs for Pork",74
"2005","Pigs Slaughtered (Number)","1985M07","Pigs for Pork",43219
"2006","Weight of Pigs Slaughtered (Tonnes)","1985M07","Pigs for Pork",3099
"2007","Average Pig Carcass Weight (Kg)","1985M07","Pigs for Pork",71.7
"2008","Pigs Slaughtered (Number)","1985M08","Pigs for Pork",42777
"2009","Weight of Pigs Slaughtered (Tonnes)","1985M08","Pigs for Pork",3136
"2010","Average Pig Carcass Weight (Kg)","1985M08","Pigs for Pork",73.3
"2011","Pigs Slaughtered (Number)","1985M09","Pigs for Pork",44869
"2012","Weight of Pigs Slaughtered (Tonnes)","1985M09","Pigs for Pork",3242
"2013","Average Pig Carcass Weight (Kg)","1985M09","Pigs for Pork",72.2
