"","Statistic","Month","Liveweight","value"
"2224","Sheep Price per Kg (Euro)","1998M08","Mart Sheep 50-59kg",1.54
"2225","Sheep Price per Head (Euro)","1998M09","Mart Sheep 50-59kg",67.58
"2226","Sheep Price per Kg (Euro)","1998M09","Mart Sheep 50-59kg",1.31
"2227","Sheep Price per Head (Euro)","1998M10","Mart Sheep 50-59kg",63.29
"2228","Sheep Price per Kg (Euro)","1998M10","Mart Sheep 50-59kg",1.22
"2229","Sheep Price per Head (Euro)","1998M11","Mart Sheep 50-59kg",57.26
"2230","Sheep Price per Kg (Euro)","1998M11","Mart Sheep 50-59kg",1.11
"2231","Sheep Price per Head (Euro)","1998M12","Mart Sheep 50-59kg",56.59
"2232","Sheep Price per Kg (Euro)","1998M12","Mart Sheep 50-59kg",1.09
"2233","Sheep Price per Head (Euro)","1999M01","Mart Sheep 50-59kg",57.89
"2234","Sheep Price per Kg (Euro)","1999M01","Mart Sheep 50-59kg",1.12
"2235","Sheep Price per Head (Euro)","1999M02","Mart Sheep 50-59kg",65.68
"2236","Sheep Price per Kg (Euro)","1999M02","Mart Sheep 50-59kg",1.25
"2237","Sheep Price per Head (Euro)","1999M03","Mart Sheep 50-59kg",71.64
"2238","Sheep Price per Kg (Euro)","1999M03","Mart Sheep 50-59kg",1.36
"2239","Sheep Price per Head (Euro)","1999M04","Mart Sheep 50-59kg",66.72
"2240","Sheep Price per Kg (Euro)","1999M04","Mart Sheep 50-59kg",1.26
"2241","Sheep Price per Head (Euro)","1999M05","Mart Sheep 50-59kg",73.52
"2242","Sheep Price per Kg (Euro)","1999M05","Mart Sheep 50-59kg",1.4
"2243","Sheep Price per Head (Euro)","1999M06","Mart Sheep 50-59kg",72.05
"2244","Sheep Price per Kg (Euro)","1999M06","Mart Sheep 50-59kg",1.38
"2245","Sheep Price per Head (Euro)","1999M07","Mart Sheep 50-59kg",67.17
"2246","Sheep Price per Kg (Euro)","1999M07","Mart Sheep 50-59kg",1.29
"2247","Sheep Price per Head (Euro)","1999M08","Mart Sheep 50-59kg",64.32
"2248","Sheep Price per Kg (Euro)","1999M08","Mart Sheep 50-59kg",1.24
"2249","Sheep Price per Head (Euro)","1999M09","Mart Sheep 50-59kg",60.99
"2250","Sheep Price per Kg (Euro)","1999M09","Mart Sheep 50-59kg",1.18
"2251","Sheep Price per Head (Euro)","1999M10","Mart Sheep 50-59kg",58.51
"2252","Sheep Price per Kg (Euro)","1999M10","Mart Sheep 50-59kg",1.12
"2253","Sheep Price per Head (Euro)","1999M11","Mart Sheep 50-59kg",60.52
"2254","Sheep Price per Kg (Euro)","1999M11","Mart Sheep 50-59kg",1.14
"2255","Sheep Price per Head (Euro)","1999M12","Mart Sheep 50-59kg",61.73
"2256","Sheep Price per Kg (Euro)","1999M12","Mart Sheep 50-59kg",1.19
"2257","Sheep Price per Head (Euro)","2000M01","Mart Sheep 50-59kg",73.73
"2258","Sheep Price per Kg (Euro)","2000M01","Mart Sheep 50-59kg",1.4
"2259","Sheep Price per Head (Euro)","2000M02","Mart Sheep 50-59kg",85.2
"2260","Sheep Price per Kg (Euro)","2000M02","Mart Sheep 50-59kg",1.61
"2261","Sheep Price per Head (Euro)","2000M03","Mart Sheep 50-59kg",89.31
"2262","Sheep Price per Kg (Euro)","2000M03","Mart Sheep 50-59kg",1.66
"2263","Sheep Price per Head (Euro)","2000M04","Mart Sheep 50-59kg",81.46
"2264","Sheep Price per Kg (Euro)","2000M04","Mart Sheep 50-59kg",1.52
"2265","Sheep Price per Head (Euro)","2000M05","Mart Sheep 50-59kg",69.81
"2266","Sheep Price per Kg (Euro)","2000M05","Mart Sheep 50-59kg",1.32
"2267","Sheep Price per Head (Euro)","2000M06","Mart Sheep 50-59kg",67.22
"2268","Sheep Price per Kg (Euro)","2000M06","Mart Sheep 50-59kg",1.29
"2269","Sheep Price per Head (Euro)","2000M07","Mart Sheep 50-59kg",66.66
"2270","Sheep Price per Kg (Euro)","2000M07","Mart Sheep 50-59kg",1.29
"2271","Sheep Price per Head (Euro)","2000M08","Mart Sheep 50-59kg",67.69
"2272","Sheep Price per Kg (Euro)","2000M08","Mart Sheep 50-59kg",1.31
"2273","Sheep Price per Head (Euro)","2000M09","Mart Sheep 50-59kg",68.92
"2274","Sheep Price per Kg (Euro)","2000M09","Mart Sheep 50-59kg",1.31
"2275","Sheep Price per Head (Euro)","2000M10","Mart Sheep 50-59kg",69
"2276","Sheep Price per Kg (Euro)","2000M10","Mart Sheep 50-59kg",1.32
"2277","Sheep Price per Head (Euro)","2000M11","Mart Sheep 50-59kg",74
"2278","Sheep Price per Kg (Euro)","2000M11","Mart Sheep 50-59kg",1.4
"2279","Sheep Price per Head (Euro)","2000M12","Mart Sheep 50-59kg",79.04
"2280","Sheep Price per Kg (Euro)","2000M12","Mart Sheep 50-59kg",1.49
"2281","Sheep Price per Head (Euro)","2001M01","Mart Sheep 50-59kg",91.36
"2282","Sheep Price per Kg (Euro)","2001M01","Mart Sheep 50-59kg",1.73
"2283","Sheep Price per Head (Euro)","2001M02","Mart Sheep 50-59kg",98
"2284","Sheep Price per Kg (Euro)","2001M02","Mart Sheep 50-59kg",1.85
"2285","Sheep Price per Head (Euro)","2001M03","Mart Sheep 50-59kg",NA
"2286","Sheep Price per Kg (Euro)","2001M03","Mart Sheep 50-59kg",NA
"2287","Sheep Price per Head (Euro)","2001M04","Mart Sheep 50-59kg",NA
"2288","Sheep Price per Kg (Euro)","2001M04","Mart Sheep 50-59kg",NA
"2289","Sheep Price per Head (Euro)","2001M05","Mart Sheep 50-59kg",NA
"2290","Sheep Price per Kg (Euro)","2001M05","Mart Sheep 50-59kg",NA
"2291","Sheep Price per Head (Euro)","2001M06","Mart Sheep 50-59kg",NA
"2292","Sheep Price per Kg (Euro)","2001M06","Mart Sheep 50-59kg",NA
"2293","Sheep Price per Head (Euro)","2001M07","Mart Sheep 50-59kg",NA
"2294","Sheep Price per Kg (Euro)","2001M07","Mart Sheep 50-59kg",NA
"2295","Sheep Price per Head (Euro)","2001M08","Mart Sheep 50-59kg",92.78
"2296","Sheep Price per Kg (Euro)","2001M08","Mart Sheep 50-59kg",1.76
"2297","Sheep Price per Head (Euro)","2001M09","Mart Sheep 50-59kg",97.33
"2298","Sheep Price per Kg (Euro)","2001M09","Mart Sheep 50-59kg",1.87
"2299","Sheep Price per Head (Euro)","2001M10","Mart Sheep 50-59kg",101.91
"2300","Sheep Price per Kg (Euro)","2001M10","Mart Sheep 50-59kg",1.95
"2301","Sheep Price per Head (Euro)","2001M11","Mart Sheep 50-59kg",112.8
"2302","Sheep Price per Kg (Euro)","2001M11","Mart Sheep 50-59kg",2.15
"2303","Sheep Price per Head (Euro)","2001M12","Mart Sheep 50-59kg",120.32
"2304","Sheep Price per Kg (Euro)","2001M12","Mart Sheep 50-59kg",2.3
"2305","Sheep Price per Head (Euro)","2002M01","Mart Sheep 50-59kg",126.22
"2306","Sheep Price per Kg (Euro)","2002M01","Mart Sheep 50-59kg",2.39
"2307","Sheep Price per Head (Euro)","2002M02","Mart Sheep 50-59kg",106.16
"2308","Sheep Price per Kg (Euro)","2002M02","Mart Sheep 50-59kg",2.01
"2309","Sheep Price per Head (Euro)","2002M03","Mart Sheep 50-59kg",104.39
"2310","Sheep Price per Kg (Euro)","2002M03","Mart Sheep 50-59kg",1.95
"2311","Sheep Price per Head (Euro)","2002M04","Mart Sheep 50-59kg",79.5
"2312","Sheep Price per Kg (Euro)","2002M04","Mart Sheep 50-59kg",1.48
"2313","Sheep Price per Head (Euro)","2002M05","Mart Sheep 50-59kg",91.08
"2314","Sheep Price per Kg (Euro)","2002M05","Mart Sheep 50-59kg",1.73
"2315","Sheep Price per Head (Euro)","2002M06","Mart Sheep 50-59kg",86.46
"2316","Sheep Price per Kg (Euro)","2002M06","Mart Sheep 50-59kg",1.65
"2317","Sheep Price per Head (Euro)","2002M07","Mart Sheep 50-59kg",74.48
"2318","Sheep Price per Kg (Euro)","2002M07","Mart Sheep 50-59kg",1.43
"2319","Sheep Price per Head (Euro)","2002M08","Mart Sheep 50-59kg",80.82
"2320","Sheep Price per Kg (Euro)","2002M08","Mart Sheep 50-59kg",1.57
"2321","Sheep Price per Head (Euro)","2002M09","Mart Sheep 50-59kg",80.89
"2322","Sheep Price per Kg (Euro)","2002M09","Mart Sheep 50-59kg",1.55
"2323","Sheep Price per Head (Euro)","2002M10","Mart Sheep 50-59kg",81.46
"2324","Sheep Price per Kg (Euro)","2002M10","Mart Sheep 50-59kg",1.56
"2325","Sheep Price per Head (Euro)","2002M11","Mart Sheep 50-59kg",83.39
"2326","Sheep Price per Kg (Euro)","2002M11","Mart Sheep 50-59kg",1.58
"2327","Sheep Price per Head (Euro)","2002M12","Mart Sheep 50-59kg",84.01
"2328","Sheep Price per Kg (Euro)","2002M12","Mart Sheep 50-59kg",1.6
"2329","Sheep Price per Head (Euro)","2003M01","Mart Sheep 50-59kg",91.55
"2330","Sheep Price per Kg (Euro)","2003M01","Mart Sheep 50-59kg",1.73
"2331","Sheep Price per Head (Euro)","2003M02","Mart Sheep 50-59kg",90.36
"2332","Sheep Price per Kg (Euro)","2003M02","Mart Sheep 50-59kg",1.71
"2333","Sheep Price per Head (Euro)","2003M03","Mart Sheep 50-59kg",93.35
"2334","Sheep Price per Kg (Euro)","2003M03","Mart Sheep 50-59kg",1.75
"2335","Sheep Price per Head (Euro)","2003M04","Mart Sheep 50-59kg",90.15
"2336","Sheep Price per Kg (Euro)","2003M04","Mart Sheep 50-59kg",1.67
"2337","Sheep Price per Head (Euro)","2003M05","Mart Sheep 50-59kg",94.91
"2338","Sheep Price per Kg (Euro)","2003M05","Mart Sheep 50-59kg",1.78
"2339","Sheep Price per Head (Euro)","2003M06","Mart Sheep 50-59kg",88.14
"2340","Sheep Price per Kg (Euro)","2003M06","Mart Sheep 50-59kg",1.69
"2341","Sheep Price per Head (Euro)","2003M07","Mart Sheep 50-59kg",81.41
"2342","Sheep Price per Kg (Euro)","2003M07","Mart Sheep 50-59kg",1.57
"2343","Sheep Price per Head (Euro)","2003M08","Mart Sheep 50-59kg",80.91
"2344","Sheep Price per Kg (Euro)","2003M08","Mart Sheep 50-59kg",1.56
"2345","Sheep Price per Head (Euro)","2003M09","Mart Sheep 50-59kg",78.88
"2346","Sheep Price per Kg (Euro)","2003M09","Mart Sheep 50-59kg",1.52
"2347","Sheep Price per Head (Euro)","2003M10","Mart Sheep 50-59kg",78.63
"2348","Sheep Price per Kg (Euro)","2003M10","Mart Sheep 50-59kg",1.51
"2349","Sheep Price per Head (Euro)","2003M11","Mart Sheep 50-59kg",79.23
"2350","Sheep Price per Kg (Euro)","2003M11","Mart Sheep 50-59kg",1.51
"2351","Sheep Price per Head (Euro)","2003M12","Mart Sheep 50-59kg",77.51
"2352","Sheep Price per Kg (Euro)","2003M12","Mart Sheep 50-59kg",1.48
"2353","Sheep Price per Head (Euro)","2004M01","Mart Sheep 50-59kg",84.59
"2354","Sheep Price per Kg (Euro)","2004M01","Mart Sheep 50-59kg",1.61
"2355","Sheep Price per Head (Euro)","2004M02","Mart Sheep 50-59kg",93.25
"2356","Sheep Price per Kg (Euro)","2004M02","Mart Sheep 50-59kg",1.75
"2357","Sheep Price per Head (Euro)","2004M03","Mart Sheep 50-59kg",97.06
"2358","Sheep Price per Kg (Euro)","2004M03","Mart Sheep 50-59kg",1.81
"2359","Sheep Price per Head (Euro)","2004M04","Mart Sheep 50-59kg",92.13
"2360","Sheep Price per Kg (Euro)","2004M04","Mart Sheep 50-59kg",1.74
"2361","Sheep Price per Head (Euro)","2004M05","Mart Sheep 50-59kg",86.5
"2362","Sheep Price per Kg (Euro)","2004M05","Mart Sheep 50-59kg",1.65
"2363","Sheep Price per Head (Euro)","2004M06","Mart Sheep 50-59kg",82.91
"2364","Sheep Price per Kg (Euro)","2004M06","Mart Sheep 50-59kg",1.59
"2365","Sheep Price per Head (Euro)","2004M07","Mart Sheep 50-59kg",80.81
"2366","Sheep Price per Kg (Euro)","2004M07","Mart Sheep 50-59kg",1.55
"2367","Sheep Price per Head (Euro)","2004M08","Mart Sheep 50-59kg",78.96
"2368","Sheep Price per Kg (Euro)","2004M08","Mart Sheep 50-59kg",1.52
"2369","Sheep Price per Head (Euro)","2004M09","Mart Sheep 50-59kg",79.89
"2370","Sheep Price per Kg (Euro)","2004M09","Mart Sheep 50-59kg",1.53
"2371","Sheep Price per Head (Euro)","2004M10","Mart Sheep 50-59kg",77.26
"2372","Sheep Price per Kg (Euro)","2004M10","Mart Sheep 50-59kg",1.46
"2373","Sheep Price per Head (Euro)","2004M11","Mart Sheep 50-59kg",79.77
"2374","Sheep Price per Kg (Euro)","2004M11","Mart Sheep 50-59kg",1.51
"2375","Sheep Price per Head (Euro)","2004M12","Mart Sheep 50-59kg",79.38
"2376","Sheep Price per Kg (Euro)","2004M12","Mart Sheep 50-59kg",1.5
"2377","Sheep Price per Head (Euro)","2005M01","Mart Sheep 50-59kg",85.2
"2378","Sheep Price per Kg (Euro)","2005M01","Mart Sheep 50-59kg",1.6
"2379","Sheep Price per Head (Euro)","2005M02","Mart Sheep 50-59kg",82.97
"2380","Sheep Price per Kg (Euro)","2005M02","Mart Sheep 50-59kg",1.56
"2381","Sheep Price per Head (Euro)","2005M03","Mart Sheep 50-59kg",80.56
"2382","Sheep Price per Kg (Euro)","2005M03","Mart Sheep 50-59kg",1.5
"2383","Sheep Price per Head (Euro)","2005M04","Mart Sheep 50-59kg",81.44
"2384","Sheep Price per Kg (Euro)","2005M04","Mart Sheep 50-59kg",1.51
"2385","Sheep Price per Head (Euro)","2005M05","Mart Sheep 50-59kg",83.93
"2386","Sheep Price per Kg (Euro)","2005M05","Mart Sheep 50-59kg",1.59
"2387","Sheep Price per Head (Euro)","2005M06","Mart Sheep 50-59kg",83.48
"2388","Sheep Price per Kg (Euro)","2005M06","Mart Sheep 50-59kg",1.6
"2389","Sheep Price per Head (Euro)","2005M07","Mart Sheep 50-59kg",73.71
"2390","Sheep Price per Kg (Euro)","2005M07","Mart Sheep 50-59kg",1.41
"2391","Sheep Price per Head (Euro)","2005M08","Mart Sheep 50-59kg",75.45
"2392","Sheep Price per Kg (Euro)","2005M08","Mart Sheep 50-59kg",1.44
"2393","Sheep Price per Head (Euro)","2005M09","Mart Sheep 50-59kg",73.64
"2394","Sheep Price per Kg (Euro)","2005M09","Mart Sheep 50-59kg",1.4
"2395","Sheep Price per Head (Euro)","2005M10","Mart Sheep 50-59kg",73.64
"2396","Sheep Price per Kg (Euro)","2005M10","Mart Sheep 50-59kg",1.4
"2397","Sheep Price per Head (Euro)","2005M11","Mart Sheep 50-59kg",76.73
"2398","Sheep Price per Kg (Euro)","2005M11","Mart Sheep 50-59kg",1.45
"2399","Sheep Price per Head (Euro)","2005M12","Mart Sheep 50-59kg",77.35
"2400","Sheep Price per Kg (Euro)","2005M12","Mart Sheep 50-59kg",1.47
"2401","Sheep Price per Head (Euro)","2006M01","Mart Sheep 50-59kg",78.06
"2402","Sheep Price per Kg (Euro)","2006M01","Mart Sheep 50-59kg",1.48
"2403","Sheep Price per Head (Euro)","2006M02","Mart Sheep 50-59kg",79.11
"2404","Sheep Price per Kg (Euro)","2006M02","Mart Sheep 50-59kg",1.49
"2405","Sheep Price per Head (Euro)","2006M03","Mart Sheep 50-59kg",84.56
"2406","Sheep Price per Kg (Euro)","2006M03","Mart Sheep 50-59kg",1.57
"2407","Sheep Price per Head (Euro)","2006M04","Mart Sheep 50-59kg",89.32
"2408","Sheep Price per Kg (Euro)","2006M04","Mart Sheep 50-59kg",1.67
"2409","Sheep Price per Head (Euro)","2006M05","Mart Sheep 50-59kg",91.21
"2410","Sheep Price per Kg (Euro)","2006M05","Mart Sheep 50-59kg",1.73
"2411","Sheep Price per Head (Euro)","2006M06","Mart Sheep 50-59kg",89.42
"2412","Sheep Price per Kg (Euro)","2006M06","Mart Sheep 50-59kg",1.72
"2413","Sheep Price per Head (Euro)","2006M07","Mart Sheep 50-59kg",78.01
"2414","Sheep Price per Kg (Euro)","2006M07","Mart Sheep 50-59kg",1.49
"2415","Sheep Price per Head (Euro)","2006M08","Mart Sheep 50-59kg",77.59
"2416","Sheep Price per Kg (Euro)","2006M08","Mart Sheep 50-59kg",1.49
"2417","Sheep Price per Head (Euro)","2006M09","Mart Sheep 50-59kg",79.36
"2418","Sheep Price per Kg (Euro)","2006M09","Mart Sheep 50-59kg",1.52
"2419","Sheep Price per Head (Euro)","2006M10","Mart Sheep 50-59kg",81.98
"2420","Sheep Price per Kg (Euro)","2006M10","Mart Sheep 50-59kg",1.57
"2421","Sheep Price per Head (Euro)","2006M11","Mart Sheep 50-59kg",79.6
"2422","Sheep Price per Kg (Euro)","2006M11","Mart Sheep 50-59kg",1.51
"2423","Sheep Price per Head (Euro)","2006M12","Mart Sheep 50-59kg",79.37
"2424","Sheep Price per Kg (Euro)","2006M12","Mart Sheep 50-59kg",1.51
"2425","Sheep Price per Head (Euro)","2007M01","Mart Sheep 50-59kg",84.55
"2426","Sheep Price per Kg (Euro)","2007M01","Mart Sheep 50-59kg",1.6
"2427","Sheep Price per Head (Euro)","2007M02","Mart Sheep 50-59kg",88.85
"2428","Sheep Price per Kg (Euro)","2007M02","Mart Sheep 50-59kg",1.68
"2429","Sheep Price per Head (Euro)","2007M03","Mart Sheep 50-59kg",90.77
"2430","Sheep Price per Kg (Euro)","2007M03","Mart Sheep 50-59kg",1.69
"2431","Sheep Price per Head (Euro)","2007M04","Mart Sheep 50-59kg",85.82
"2432","Sheep Price per Kg (Euro)","2007M04","Mart Sheep 50-59kg",1.6
"2433","Sheep Price per Head (Euro)","2007M05","Mart Sheep 50-59kg",82.98
"2434","Sheep Price per Kg (Euro)","2007M05","Mart Sheep 50-59kg",1.6
"2435","Sheep Price per Head (Euro)","2007M06","Mart Sheep 50-59kg",82.47
"2436","Sheep Price per Kg (Euro)","2007M06","Mart Sheep 50-59kg",1.59
"2437","Sheep Price per Head (Euro)","2007M07","Mart Sheep 50-59kg",81.04
"2438","Sheep Price per Kg (Euro)","2007M07","Mart Sheep 50-59kg",1.56
"2439","Sheep Price per Head (Euro)","2007M08","Mart Sheep 50-59kg",84.58
"2440","Sheep Price per Kg (Euro)","2007M08","Mart Sheep 50-59kg",1.63
"2441","Sheep Price per Head (Euro)","2007M09","Mart Sheep 50-59kg",86.65
"2442","Sheep Price per Kg (Euro)","2007M09","Mart Sheep 50-59kg",1.66
"2443","Sheep Price per Head (Euro)","2007M10","Mart Sheep 50-59kg",84.92
"2444","Sheep Price per Kg (Euro)","2007M10","Mart Sheep 50-59kg",1.62
"2445","Sheep Price per Head (Euro)","2007M11","Mart Sheep 50-59kg",84.38
"2446","Sheep Price per Kg (Euro)","2007M11","Mart Sheep 50-59kg",1.61
"2447","Sheep Price per Head (Euro)","2007M12","Mart Sheep 50-59kg",82.2
"2448","Sheep Price per Kg (Euro)","2007M12","Mart Sheep 50-59kg",1.56
"2449","Sheep Price per Head (Euro)","2008M01","Mart Sheep 50-59kg",85.8
"2450","Sheep Price per Kg (Euro)","2008M01","Mart Sheep 50-59kg",1.63
"2451","Sheep Price per Head (Euro)","2008M02","Mart Sheep 50-59kg",94.24
"2452","Sheep Price per Kg (Euro)","2008M02","Mart Sheep 50-59kg",1.76
"2453","Sheep Price per Head (Euro)","2008M03","Mart Sheep 50-59kg",97.55
"2454","Sheep Price per Kg (Euro)","2008M03","Mart Sheep 50-59kg",1.81
"2455","Sheep Price per Head (Euro)","2008M04","Mart Sheep 50-59kg",92.47
"2456","Sheep Price per Kg (Euro)","2008M04","Mart Sheep 50-59kg",1.7
"2457","Sheep Price per Head (Euro)","2008M05","Mart Sheep 50-59kg",98.39
"2458","Sheep Price per Kg (Euro)","2008M05","Mart Sheep 50-59kg",1.89
"2459","Sheep Price per Head (Euro)","2008M06","Mart Sheep 50-59kg",96.37
"2460","Sheep Price per Kg (Euro)","2008M06","Mart Sheep 50-59kg",1.84
"2461","Sheep Price per Head (Euro)","2008M07","Mart Sheep 50-59kg",88.02
"2462","Sheep Price per Kg (Euro)","2008M07","Mart Sheep 50-59kg",1.71
"2463","Sheep Price per Head (Euro)","2008M08","Mart Sheep 50-59kg",84.12
"2464","Sheep Price per Kg (Euro)","2008M08","Mart Sheep 50-59kg",1.63
"2465","Sheep Price per Head (Euro)","2008M09","Mart Sheep 50-59kg",84.44
"2466","Sheep Price per Kg (Euro)","2008M09","Mart Sheep 50-59kg",1.63
"2467","Sheep Price per Head (Euro)","2008M10","Mart Sheep 50-59kg",82.84
"2468","Sheep Price per Kg (Euro)","2008M10","Mart Sheep 50-59kg",1.59
"2469","Sheep Price per Head (Euro)","2008M11","Mart Sheep 50-59kg",81.76
"2470","Sheep Price per Kg (Euro)","2008M11","Mart Sheep 50-59kg",1.57
"2471","Sheep Price per Head (Euro)","2008M12","Mart Sheep 50-59kg",81.04
"2472","Sheep Price per Kg (Euro)","2008M12","Mart Sheep 50-59kg",1.55
"2473","Sheep Price per Head (Euro)","2009M01","Mart Sheep 50-59kg",91.7
"2474","Sheep Price per Kg (Euro)","2009M01","Mart Sheep 50-59kg",1.74
"2475","Sheep Price per Head (Euro)","2009M02","Mart Sheep 50-59kg",94.88
"2476","Sheep Price per Kg (Euro)","2009M02","Mart Sheep 50-59kg",1.79
"2477","Sheep Price per Head (Euro)","2009M03","Mart Sheep 50-59kg",99.28
"2478","Sheep Price per Kg (Euro)","2009M03","Mart Sheep 50-59kg",1.86
"2479","Sheep Price per Head (Euro)","2009M04","Mart Sheep 50-59kg",100.34
"2480","Sheep Price per Kg (Euro)","2009M04","Mart Sheep 50-59kg",1.88
"2481","Sheep Price per Head (Euro)","2009M05","Mart Sheep 50-59kg",101.46
"2482","Sheep Price per Kg (Euro)","2009M05","Mart Sheep 50-59kg",1.93
"2483","Sheep Price per Head (Euro)","2009M06","Mart Sheep 50-59kg",94.95
"2484","Sheep Price per Kg (Euro)","2009M06","Mart Sheep 50-59kg",1.82
"2485","Sheep Price per Head (Euro)","2009M07","Mart Sheep 50-59kg",82.29
"2486","Sheep Price per Kg (Euro)","2009M07","Mart Sheep 50-59kg",1.6
"2487","Sheep Price per Head (Euro)","2009M08","Mart Sheep 50-59kg",82.81
"2488","Sheep Price per Kg (Euro)","2009M08","Mart Sheep 50-59kg",1.6
"2489","Sheep Price per Head (Euro)","2009M09","Mart Sheep 50-59kg",80.79
"2490","Sheep Price per Kg (Euro)","2009M09","Mart Sheep 50-59kg",1.56
"2491","Sheep Price per Head (Euro)","2009M10","Mart Sheep 50-59kg",80.24
"2492","Sheep Price per Kg (Euro)","2009M10","Mart Sheep 50-59kg",1.54
"2493","Sheep Price per Head (Euro)","2009M11","Mart Sheep 50-59kg",83.59
"2494","Sheep Price per Kg (Euro)","2009M11","Mart Sheep 50-59kg",1.59
"2495","Sheep Price per Head (Euro)","2009M12","Mart Sheep 50-59kg",90.59
"2496","Sheep Price per Kg (Euro)","2009M12","Mart Sheep 50-59kg",1.72
"2497","Sheep Price per Head (Euro)","2010M01","Mart Sheep 50-59kg",108.12
"2498","Sheep Price per Kg (Euro)","2010M01","Mart Sheep 50-59kg",2.05
"2499","Sheep Price per Head (Euro)","2010M02","Mart Sheep 50-59kg",111.34
"2500","Sheep Price per Kg (Euro)","2010M02","Mart Sheep 50-59kg",2.11
"2501","Sheep Price per Head (Euro)","2010M03","Mart Sheep 50-59kg",114.08
"2502","Sheep Price per Kg (Euro)","2010M03","Mart Sheep 50-59kg",2.16
"2503","Sheep Price per Head (Euro)","2010M04","Mart Sheep 50-59kg",116.7
"2504","Sheep Price per Kg (Euro)","2010M04","Mart Sheep 50-59kg",2.2
"2505","Sheep Price per Head (Euro)","2010M05","Mart Sheep 50-59kg",112.74
"2506","Sheep Price per Kg (Euro)","2010M05","Mart Sheep 50-59kg",2.16
"2507","Sheep Price per Head (Euro)","2010M06","Mart Sheep 50-59kg",106.18
"2508","Sheep Price per Kg (Euro)","2010M06","Mart Sheep 50-59kg",2.06
"2509","Sheep Price per Head (Euro)","2010M07","Mart Sheep 50-59kg",100.41
"2510","Sheep Price per Kg (Euro)","2010M07","Mart Sheep 50-59kg",1.94
"2511","Sheep Price per Head (Euro)","2010M08","Mart Sheep 50-59kg",104.22
"2512","Sheep Price per Kg (Euro)","2010M08","Mart Sheep 50-59kg",2.01
"2513","Sheep Price per Head (Euro)","2010M09","Mart Sheep 50-59kg",99.88
"2514","Sheep Price per Kg (Euro)","2010M09","Mart Sheep 50-59kg",1.91
"2515","Sheep Price per Head (Euro)","2010M10","Mart Sheep 50-59kg",100.4
"2516","Sheep Price per Kg (Euro)","2010M10","Mart Sheep 50-59kg",1.91
