"","Month","Type.of.Feedstuff","value"
"9136","2008M12","Dairy meal (13-15% protein)",NA
"9137","2009M01","Dairy meal (13-15% protein)",NA
"9138","2009M02","Dairy meal (13-15% protein)",NA
"9139","2009M03","Dairy meal (13-15% protein)",NA
"9140","2009M04","Dairy meal (13-15% protein)",NA
"9141","2009M05","Dairy meal (13-15% protein)",NA
"9142","2009M06","Dairy meal (13-15% protein)",NA
"9143","2009M07","Dairy meal (13-15% protein)",NA
"9144","2009M08","Dairy meal (13-15% protein)",NA
"9145","2009M09","Dairy meal (13-15% protein)",NA
"9146","2009M10","Dairy meal (13-15% protein)",NA
"9147","2009M11","Dairy meal (13-15% protein)",NA
"9148","2009M12","Dairy meal (13-15% protein)",NA
"9149","2010M01","Dairy meal (13-15% protein)",NA
"9150","2010M02","Dairy meal (13-15% protein)",NA
"9151","2010M03","Dairy meal (13-15% protein)",NA
"9152","2010M04","Dairy meal (13-15% protein)",NA
"9153","2010M05","Dairy meal (13-15% protein)",NA
"9154","2010M06","Dairy meal (13-15% protein)",NA
"9155","2010M07","Dairy meal (13-15% protein)",NA
"9156","2010M08","Dairy meal (13-15% protein)",NA
"9157","2010M09","Dairy meal (13-15% protein)",NA
"9158","2010M10","Dairy meal (13-15% protein)",NA
"9159","2010M11","Dairy meal (13-15% protein)",NA
"9160","2010M12","Dairy meal (13-15% protein)",NA
"9161","2011M01","Dairy meal (13-15% protein)",NA
"9162","2011M02","Dairy meal (13-15% protein)",NA
"9163","2011M03","Dairy meal (13-15% protein)",NA
"9164","2011M04","Dairy meal (13-15% protein)",NA
"9165","2011M05","Dairy meal (13-15% protein)",NA
"9166","2011M06","Dairy meal (13-15% protein)",NA
"9167","2011M07","Dairy meal (13-15% protein)",NA
"9168","2011M08","Dairy meal (13-15% protein)",NA
"9169","2011M09","Dairy meal (13-15% protein)",NA
"9170","2011M10","Dairy meal (13-15% protein)",NA
"9171","2011M11","Dairy meal (13-15% protein)",NA
"9172","2011M12","Dairy meal (13-15% protein)",NA
"9173","2012M01","Dairy meal (13-15% protein)",NA
"9174","2012M02","Dairy meal (13-15% protein)",NA
"9175","2012M03","Dairy meal (13-15% protein)",NA
"9176","2012M04","Dairy meal (13-15% protein)",NA
"9177","2012M05","Dairy meal (13-15% protein)",NA
"9178","2012M06","Dairy meal (13-15% protein)",NA
"9179","2012M07","Dairy meal (13-15% protein)",NA
"9180","2012M08","Dairy meal (13-15% protein)",NA
"9181","2012M09","Dairy meal (13-15% protein)",NA
"9182","2012M10","Dairy meal (13-15% protein)",NA
"9183","2012M11","Dairy meal (13-15% protein)",NA
"9184","2012M12","Dairy meal (13-15% protein)",NA
"9185","2013M01","Dairy meal (13-15% protein)",NA
"9186","2013M02","Dairy meal (13-15% protein)",NA
"9187","2013M03","Dairy meal (13-15% protein)",NA
"9188","2013M04","Dairy meal (13-15% protein)",NA
"9189","2013M05","Dairy meal (13-15% protein)",NA
"9190","2013M06","Dairy meal (13-15% protein)",NA
"9191","2013M07","Dairy meal (13-15% protein)",NA
"9192","2013M08","Dairy meal (13-15% protein)",NA
"9193","2013M09","Dairy meal (13-15% protein)",NA
"9194","2013M10","Dairy meal (13-15% protein)",NA
"9195","2013M11","Dairy meal (13-15% protein)",NA
"9196","2013M12","Dairy meal (13-15% protein)",NA
"9197","2014M01","Dairy meal (13-15% protein)",NA
"9198","2014M02","Dairy meal (13-15% protein)",NA
"9199","2014M03","Dairy meal (13-15% protein)",NA
"9200","2014M04","Dairy meal (13-15% protein)",NA
"9201","1976M01","Chick mash (18-20% protein)",135
"9202","1976M02","Chick mash (18-20% protein)",140
"9203","1976M03","Chick mash (18-20% protein)",140
"9204","1976M04","Chick mash (18-20% protein)",144
"9205","1976M05","Chick mash (18-20% protein)",147
"9206","1976M06","Chick mash (18-20% protein)",154
"9207","1976M07","Chick mash (18-20% protein)",158
"9208","1976M08","Chick mash (18-20% protein)",159
"9209","1976M09","Chick mash (18-20% protein)",161
"9210","1976M10","Chick mash (18-20% protein)",165
"9211","1976M11","Chick mash (18-20% protein)",172
"9212","1976M12","Chick mash (18-20% protein)",176
"9213","1977M01","Chick mash (18-20% protein)",185
"9214","1977M02","Chick mash (18-20% protein)",190
"9215","1977M03","Chick mash (18-20% protein)",201
"9216","1977M04","Chick mash (18-20% protein)",204
"9217","1977M05","Chick mash (18-20% protein)",207
"9218","1977M06","Chick mash (18-20% protein)",213
"9219","1977M07","Chick mash (18-20% protein)",213
"9220","1977M08","Chick mash (18-20% protein)",213
"9221","1977M09","Chick mash (18-20% protein)",206
"9222","1977M10","Chick mash (18-20% protein)",207
"9223","1977M11","Chick mash (18-20% protein)",206
"9224","1977M12","Chick mash (18-20% protein)",207
"9225","1978M01","Chick mash (18-20% protein)",206
"9226","1978M02","Chick mash (18-20% protein)",207
"9227","1978M03","Chick mash (18-20% protein)",205
"9228","1978M04","Chick mash (18-20% protein)",207
"9229","1978M05","Chick mash (18-20% protein)",210
"9230","1978M06","Chick mash (18-20% protein)",210
"9231","1978M07","Chick mash (18-20% protein)",210
"9232","1978M08","Chick mash (18-20% protein)",209
"9233","1978M09","Chick mash (18-20% protein)",210
"9234","1978M10","Chick mash (18-20% protein)",210
"9235","1978M11","Chick mash (18-20% protein)",208
"9236","1978M12","Chick mash (18-20% protein)",209
"9237","1979M01","Chick mash (18-20% protein)",197
"9238","1979M02","Chick mash (18-20% protein)",203
"9239","1979M03","Chick mash (18-20% protein)",207
"9240","1979M04","Chick mash (18-20% protein)",212
"9241","1979M05","Chick mash (18-20% protein)",214
"9242","1979M06","Chick mash (18-20% protein)",216
"9243","1979M07","Chick mash (18-20% protein)",217
"9244","1979M08","Chick mash (18-20% protein)",216
"9245","1979M09","Chick mash (18-20% protein)",223
"9246","1979M10","Chick mash (18-20% protein)",220
"9247","1979M11","Chick mash (18-20% protein)",223
"9248","1979M12","Chick mash (18-20% protein)",221
"9249","1980M01","Chick mash (18-20% protein)",224
"9250","1980M02","Chick mash (18-20% protein)",223
"9251","1980M03","Chick mash (18-20% protein)",224
"9252","1980M04","Chick mash (18-20% protein)",223
"9253","1980M05","Chick mash (18-20% protein)",223
"9254","1980M06","Chick mash (18-20% protein)",226
"9255","1980M07","Chick mash (18-20% protein)",226
"9256","1980M08","Chick mash (18-20% protein)",231
"9257","1980M09","Chick mash (18-20% protein)",230
"9258","1980M10","Chick mash (18-20% protein)",228
"9259","1980M11","Chick mash (18-20% protein)",229
"9260","1980M12","Chick mash (18-20% protein)",230
"9261","1981M01","Chick mash (18-20% protein)",237
"9262","1981M02","Chick mash (18-20% protein)",243
"9263","1981M03","Chick mash (18-20% protein)",249
"9264","1981M04","Chick mash (18-20% protein)",251
"9265","1981M05","Chick mash (18-20% protein)",254
"9266","1981M06","Chick mash (18-20% protein)",263
"9267","1981M07","Chick mash (18-20% protein)",264
"9268","1981M08","Chick mash (18-20% protein)",263
"9269","1981M09","Chick mash (18-20% protein)",265
"9270","1981M10","Chick mash (18-20% protein)",268
"9271","1981M11","Chick mash (18-20% protein)",264
"9272","1981M12","Chick mash (18-20% protein)",266
"9273","1982M01","Chick mash (18-20% protein)",268
"9274","1982M02","Chick mash (18-20% protein)",273
"9275","1982M03","Chick mash (18-20% protein)",274
"9276","1982M04","Chick mash (18-20% protein)",276
"9277","1982M05","Chick mash (18-20% protein)",274
"9278","1982M06","Chick mash (18-20% protein)",280
"9279","1982M07","Chick mash (18-20% protein)",282
"9280","1982M08","Chick mash (18-20% protein)",285
"9281","1982M09","Chick mash (18-20% protein)",285
"9282","1982M10","Chick mash (18-20% protein)",286
"9283","1982M11","Chick mash (18-20% protein)",284
"9284","1982M12","Chick mash (18-20% protein)",281
"9285","1983M01","Chick mash (18-20% protein)",288
"9286","1983M02","Chick mash (18-20% protein)",287
"9287","1983M03","Chick mash (18-20% protein)",287
"9288","1983M04","Chick mash (18-20% protein)",294
"9289","1983M05","Chick mash (18-20% protein)",300
"9290","1983M06","Chick mash (18-20% protein)",301
"9291","1983M07","Chick mash (18-20% protein)",306
"9292","1983M08","Chick mash (18-20% protein)",309
"9293","1983M09","Chick mash (18-20% protein)",316
"9294","1983M10","Chick mash (18-20% protein)",327
"9295","1983M11","Chick mash (18-20% protein)",334
"9296","1983M12","Chick mash (18-20% protein)",337
"9297","1984M01","Chick mash (18-20% protein)",332
"9298","1984M02","Chick mash (18-20% protein)",337
"9299","1984M03","Chick mash (18-20% protein)",338
"9300","1984M04","Chick mash (18-20% protein)",340
"9301","1984M05","Chick mash (18-20% protein)",341
"9302","1984M06","Chick mash (18-20% protein)",336
"9303","1984M07","Chick mash (18-20% protein)",336
"9304","1984M08","Chick mash (18-20% protein)",327
"9305","1984M09","Chick mash (18-20% protein)",312
"9306","1984M10","Chick mash (18-20% protein)",302
"9307","1984M11","Chick mash (18-20% protein)",303
"9308","1984M12","Chick mash (18-20% protein)",304
"9309","1985M01","Chick mash (18-20% protein)",310
"9310","1985M02","Chick mash (18-20% protein)",307
"9311","1985M03","Chick mash (18-20% protein)",306
"9312","1985M04","Chick mash (18-20% protein)",311
"9313","1985M05","Chick mash (18-20% protein)",309
"9314","1985M06","Chick mash (18-20% protein)",317
"9315","1985M07","Chick mash (18-20% protein)",317
"9316","1985M08","Chick mash (18-20% protein)",304
"9317","1985M09","Chick mash (18-20% protein)",304
"9318","1985M10","Chick mash (18-20% protein)",300
"9319","1985M11","Chick mash (18-20% protein)",302
"9320","1985M12","Chick mash (18-20% protein)",303
"9321","1986M01","Chick mash (18-20% protein)",308
"9322","1986M02","Chick mash (18-20% protein)",309
"9323","1986M03","Chick mash (18-20% protein)",308
"9324","1986M04","Chick mash (18-20% protein)",308
"9325","1986M05","Chick mash (18-20% protein)",308
"9326","1986M06","Chick mash (18-20% protein)",310
"9327","1986M07","Chick mash (18-20% protein)",299
"9328","1986M08","Chick mash (18-20% protein)",300
"9329","1986M09","Chick mash (18-20% protein)",304
"9330","1986M10","Chick mash (18-20% protein)",310
"9331","1986M11","Chick mash (18-20% protein)",303
"9332","1986M12","Chick mash (18-20% protein)",301
"9333","1987M01","Chick mash (18-20% protein)",302
"9334","1987M02","Chick mash (18-20% protein)",306
"9335","1987M03","Chick mash (18-20% protein)",306
"9336","1987M04","Chick mash (18-20% protein)",303
"9337","1987M05","Chick mash (18-20% protein)",305
"9338","1987M06","Chick mash (18-20% protein)",303
"9339","1987M07","Chick mash (18-20% protein)",303
"9340","1987M08","Chick mash (18-20% protein)",307
"9341","1987M09","Chick mash (18-20% protein)",304
"9342","1987M10","Chick mash (18-20% protein)",291
"9343","1987M11","Chick mash (18-20% protein)",293
"9344","1987M12","Chick mash (18-20% protein)",292
"9345","1988M01","Chick mash (18-20% protein)",294
"9346","1988M02","Chick mash (18-20% protein)",290
"9347","1988M03","Chick mash (18-20% protein)",293
"9348","1988M04","Chick mash (18-20% protein)",295
"9349","1988M05","Chick mash (18-20% protein)",295
"9350","1988M06","Chick mash (18-20% protein)",298
"9351","1988M07","Chick mash (18-20% protein)",308
"9352","1988M08","Chick mash (18-20% protein)",322
"9353","1988M09","Chick mash (18-20% protein)",321
"9354","1988M10","Chick mash (18-20% protein)",320
"9355","1988M11","Chick mash (18-20% protein)",317
"9356","1988M12","Chick mash (18-20% protein)",319
"9357","1989M01","Chick mash (18-20% protein)",318
"9358","1989M02","Chick mash (18-20% protein)",315
"9359","1989M03","Chick mash (18-20% protein)",318
"9360","1989M04","Chick mash (18-20% protein)",327
"9361","1989M05","Chick mash (18-20% protein)",324
"9362","1989M06","Chick mash (18-20% protein)",327
"9363","1989M07","Chick mash (18-20% protein)",328
"9364","1989M08","Chick mash (18-20% protein)",325
"9365","1989M09","Chick mash (18-20% protein)",322
"9366","1989M10","Chick mash (18-20% protein)",322
"9367","1989M11","Chick mash (18-20% protein)",320
"9368","1989M12","Chick mash (18-20% protein)",317
"9369","1990M01","Chick mash (18-20% protein)",318
"9370","1990M02","Chick mash (18-20% protein)",319
"9371","1990M03","Chick mash (18-20% protein)",323
"9372","1990M04","Chick mash (18-20% protein)",323
"9373","1990M05","Chick mash (18-20% protein)",322
"9374","1990M06","Chick mash (18-20% protein)",319
"9375","1990M07","Chick mash (18-20% protein)",315
"9376","1990M08","Chick mash (18-20% protein)",319
"9377","1990M09","Chick mash (18-20% protein)",314
"9378","1990M10","Chick mash (18-20% protein)",312
"9379","1990M11","Chick mash (18-20% protein)",313
"9380","1990M12","Chick mash (18-20% protein)",311
"9381","1991M01","Chick mash (18-20% protein)",318
"9382","1991M02","Chick mash (18-20% protein)",309
"9383","1991M03","Chick mash (18-20% protein)",308
"9384","1991M04","Chick mash (18-20% protein)",309
"9385","1991M05","Chick mash (18-20% protein)",306
"9386","1991M06","Chick mash (18-20% protein)",305
"9387","1991M07","Chick mash (18-20% protein)",304
"9388","1991M08","Chick mash (18-20% protein)",304
"9389","1991M09","Chick mash (18-20% protein)",307
"9390","1991M10","Chick mash (18-20% protein)",307
"9391","1991M11","Chick mash (18-20% protein)",303
"9392","1991M12","Chick mash (18-20% protein)",310
"9393","1992M01","Chick mash (18-20% protein)",308
"9394","1992M02","Chick mash (18-20% protein)",310
"9395","1992M03","Chick mash (18-20% protein)",312
"9396","1992M04","Chick mash (18-20% protein)",310
"9397","1992M05","Chick mash (18-20% protein)",308
"9398","1992M06","Chick mash (18-20% protein)",311
"9399","1992M07","Chick mash (18-20% protein)",310
"9400","1992M08","Chick mash (18-20% protein)",311
"9401","1992M09","Chick mash (18-20% protein)",308
"9402","1992M10","Chick mash (18-20% protein)",304
"9403","1992M11","Chick mash (18-20% protein)",308
"9404","1992M12","Chick mash (18-20% protein)",302
"9405","1993M01","Chick mash (18-20% protein)",296
"9406","1993M02","Chick mash (18-20% protein)",307
"9407","1993M03","Chick mash (18-20% protein)",306
"9408","1993M04","Chick mash (18-20% protein)",306
"9409","1993M05","Chick mash (18-20% protein)",303
"9410","1993M06","Chick mash (18-20% protein)",303
"9411","1993M07","Chick mash (18-20% protein)",306
"9412","1993M08","Chick mash (18-20% protein)",315
"9413","1993M09","Chick mash (18-20% protein)",315
"9414","1993M10","Chick mash (18-20% protein)",314
"9415","1993M11","Chick mash (18-20% protein)",316
"9416","1993M12","Chick mash (18-20% protein)",321
"9417","1994M01","Chick mash (18-20% protein)",317
"9418","1994M02","Chick mash (18-20% protein)",312
"9419","1994M03","Chick mash (18-20% protein)",306
"9420","1994M04","Chick mash (18-20% protein)",303
"9421","1994M05","Chick mash (18-20% protein)",312
"9422","1994M06","Chick mash (18-20% protein)",302
"9423","1994M07","Chick mash (18-20% protein)",311
"9424","1994M08","Chick mash (18-20% protein)",302
"9425","1994M09","Chick mash (18-20% protein)",304
"9426","1994M10","Chick mash (18-20% protein)",306
"9427","1994M11","Chick mash (18-20% protein)",297
"9428","1994M12","Chick mash (18-20% protein)",294
"9429","1995M01","Chick mash (18-20% protein)",293
"9430","1995M02","Chick mash (18-20% protein)",290
"9431","1995M03","Chick mash (18-20% protein)",281
"9432","1995M04","Chick mash (18-20% protein)",287
"9433","1995M05","Chick mash (18-20% protein)",289
"9434","1995M06","Chick mash (18-20% protein)",290
"9435","1995M07","Chick mash (18-20% protein)",299
"9436","1995M08","Chick mash (18-20% protein)",286
"9437","1995M09","Chick mash (18-20% protein)",293
"9438","1995M10","Chick mash (18-20% protein)",291
"9439","1995M11","Chick mash (18-20% protein)",294
