"","Statistic","Liveweight","Month","value"
"3228","Pig Price per Kg (Euro)","Pigs 25-34 kg","2009M08",NA
"3229","Pig Price per Head (Euro)","Pigs 35-44 kg","2009M08",NA
"3230","Pig Price per Kg (Euro)","Pigs 35-44 kg","2009M08",NA
"3231","Pig Price per Head (Euro)","Pigs 45-54 kg","2009M08",NA
"3232","Pig Price per Kg (Euro)","Pigs 45-54 kg","2009M08",NA
"3233","Pig Price per Head (Euro)","Pigs 15-24 kg","2009M09",NA
"3234","Pig Price per Kg (Euro)","Pigs 15-24 kg","2009M09",NA
"3235","Pig Price per Head (Euro)","Pigs 25-34 kg","2009M09",NA
"3236","Pig Price per Kg (Euro)","Pigs 25-34 kg","2009M09",NA
"3237","Pig Price per Head (Euro)","Pigs 35-44 kg","2009M09",NA
"3238","Pig Price per Kg (Euro)","Pigs 35-44 kg","2009M09",NA
"3239","Pig Price per Head (Euro)","Pigs 45-54 kg","2009M09",NA
"3240","Pig Price per Kg (Euro)","Pigs 45-54 kg","2009M09",NA
"3241","Pig Price per Head (Euro)","Pigs 15-24 kg","2009M10",NA
"3242","Pig Price per Kg (Euro)","Pigs 15-24 kg","2009M10",NA
"3243","Pig Price per Head (Euro)","Pigs 25-34 kg","2009M10",NA
"3244","Pig Price per Kg (Euro)","Pigs 25-34 kg","2009M10",NA
"3245","Pig Price per Head (Euro)","Pigs 35-44 kg","2009M10",NA
"3246","Pig Price per Kg (Euro)","Pigs 35-44 kg","2009M10",NA
"3247","Pig Price per Head (Euro)","Pigs 45-54 kg","2009M10",NA
"3248","Pig Price per Kg (Euro)","Pigs 45-54 kg","2009M10",NA
"3249","Pig Price per Head (Euro)","Pigs 15-24 kg","2009M11",NA
"3250","Pig Price per Kg (Euro)","Pigs 15-24 kg","2009M11",NA
"3251","Pig Price per Head (Euro)","Pigs 25-34 kg","2009M11",NA
"3252","Pig Price per Kg (Euro)","Pigs 25-34 kg","2009M11",NA
"3253","Pig Price per Head (Euro)","Pigs 35-44 kg","2009M11",NA
"3254","Pig Price per Kg (Euro)","Pigs 35-44 kg","2009M11",NA
"3255","Pig Price per Head (Euro)","Pigs 45-54 kg","2009M11",NA
"3256","Pig Price per Kg (Euro)","Pigs 45-54 kg","2009M11",NA
"3257","Pig Price per Head (Euro)","Pigs 15-24 kg","2009M12",NA
"3258","Pig Price per Kg (Euro)","Pigs 15-24 kg","2009M12",NA
"3259","Pig Price per Head (Euro)","Pigs 25-34 kg","2009M12",NA
"3260","Pig Price per Kg (Euro)","Pigs 25-34 kg","2009M12",NA
"3261","Pig Price per Head (Euro)","Pigs 35-44 kg","2009M12",NA
"3262","Pig Price per Kg (Euro)","Pigs 35-44 kg","2009M12",NA
"3263","Pig Price per Head (Euro)","Pigs 45-54 kg","2009M12",NA
"3264","Pig Price per Kg (Euro)","Pigs 45-54 kg","2009M12",NA
"3265","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M01",NA
"3266","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M01",NA
"3267","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M01",NA
"3268","Pig Price per Kg (Euro)","Pigs 25-34 kg","2010M01",NA
"3269","Pig Price per Head (Euro)","Pigs 35-44 kg","2010M01",NA
"3270","Pig Price per Kg (Euro)","Pigs 35-44 kg","2010M01",NA
"3271","Pig Price per Head (Euro)","Pigs 45-54 kg","2010M01",NA
"3272","Pig Price per Kg (Euro)","Pigs 45-54 kg","2010M01",NA
"3273","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M02",NA
"3274","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M02",NA
"3275","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M02",NA
"3276","Pig Price per Kg (Euro)","Pigs 25-34 kg","2010M02",NA
"3277","Pig Price per Head (Euro)","Pigs 35-44 kg","2010M02",NA
"3278","Pig Price per Kg (Euro)","Pigs 35-44 kg","2010M02",NA
"3279","Pig Price per Head (Euro)","Pigs 45-54 kg","2010M02",NA
"3280","Pig Price per Kg (Euro)","Pigs 45-54 kg","2010M02",NA
"3281","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M03",NA
"3282","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M03",NA
"3283","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M03",NA
"3284","Pig Price per Kg (Euro)","Pigs 25-34 kg","2010M03",NA
"3285","Pig Price per Head (Euro)","Pigs 35-44 kg","2010M03",NA
"3286","Pig Price per Kg (Euro)","Pigs 35-44 kg","2010M03",NA
"3287","Pig Price per Head (Euro)","Pigs 45-54 kg","2010M03",NA
"3288","Pig Price per Kg (Euro)","Pigs 45-54 kg","2010M03",NA
"3289","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M04",NA
"3290","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M04",NA
"3291","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M04",NA
"3292","Pig Price per Kg (Euro)","Pigs 25-34 kg","2010M04",NA
"3293","Pig Price per Head (Euro)","Pigs 35-44 kg","2010M04",NA
"3294","Pig Price per Kg (Euro)","Pigs 35-44 kg","2010M04",NA
"3295","Pig Price per Head (Euro)","Pigs 45-54 kg","2010M04",NA
"3296","Pig Price per Kg (Euro)","Pigs 45-54 kg","2010M04",NA
"3297","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M05",NA
"3298","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M05",NA
"3299","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M05",NA
"3300","Pig Price per Kg (Euro)","Pigs 25-34 kg","2010M05",NA
"3301","Pig Price per Head (Euro)","Pigs 35-44 kg","2010M05",NA
"3302","Pig Price per Kg (Euro)","Pigs 35-44 kg","2010M05",NA
"3303","Pig Price per Head (Euro)","Pigs 45-54 kg","2010M05",NA
"3304","Pig Price per Kg (Euro)","Pigs 45-54 kg","2010M05",NA
"3305","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M06",NA
"3306","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M06",NA
"3307","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M06",NA
"3308","Pig Price per Kg (Euro)","Pigs 25-34 kg","2010M06",NA
"3309","Pig Price per Head (Euro)","Pigs 35-44 kg","2010M06",NA
"3310","Pig Price per Kg (Euro)","Pigs 35-44 kg","2010M06",NA
"3311","Pig Price per Head (Euro)","Pigs 45-54 kg","2010M06",NA
"3312","Pig Price per Kg (Euro)","Pigs 45-54 kg","2010M06",NA
"3313","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M07",NA
"3314","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M07",NA
"3315","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M07",NA
"3316","Pig Price per Kg (Euro)","Pigs 25-34 kg","2010M07",NA
"3317","Pig Price per Head (Euro)","Pigs 35-44 kg","2010M07",NA
"3318","Pig Price per Kg (Euro)","Pigs 35-44 kg","2010M07",NA
"3319","Pig Price per Head (Euro)","Pigs 45-54 kg","2010M07",NA
"3320","Pig Price per Kg (Euro)","Pigs 45-54 kg","2010M07",NA
"3321","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M08",NA
"3322","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M08",NA
"3323","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M08",NA
"3324","Pig Price per Kg (Euro)","Pigs 25-34 kg","2010M08",NA
"3325","Pig Price per Head (Euro)","Pigs 35-44 kg","2010M08",NA
"3326","Pig Price per Kg (Euro)","Pigs 35-44 kg","2010M08",NA
"3327","Pig Price per Head (Euro)","Pigs 45-54 kg","2010M08",NA
"3328","Pig Price per Kg (Euro)","Pigs 45-54 kg","2010M08",NA
"3329","Pig Price per Head (Euro)","Pigs 15-24 kg","2010M09",NA
"3330","Pig Price per Kg (Euro)","Pigs 15-24 kg","2010M09",NA
"3331","Pig Price per Head (Euro)","Pigs 25-34 kg","2010M09",NA
