"","Region","Year","Type.of.Animal","value"
"2975","West","1995","Rams",30.8
"2976","North West","1995","Rams",18.7
"2977","State","1996","Rams",110.2
"2978","Midlands and East","1996","Rams",18.5
"2979","South-East (IRL)","1996","Rams",28.9
"2980","South-West (IRL)","1996","Rams",14.4
"2981","West","1996","Rams",30.9
"2982","North West","1996","Rams",17.5
"2983","State","1997","Rams",112.1
"2984","Midlands and East","1997","Rams",19.1
"2985","South-East (IRL)","1997","Rams",29.2
"2986","South-West (IRL)","1997","Rams",15.1
"2987","West","1997","Rams",30.2
"2988","North West","1997","Rams",18.4
"2989","State","1998","Rams",114.1
"2990","Midlands and East","1998","Rams",19.7
"2991","South-East (IRL)","1998","Rams",29.7
"2992","South-West (IRL)","1998","Rams",15.6
"2993","West","1998","Rams",30.1
"2994","North West","1998","Rams",19
"2995","State","1999","Rams",111.7
"2996","Midlands and East","1999","Rams",19.6
"2997","South-East (IRL)","1999","Rams",29.4
"2998","South-West (IRL)","1999","Rams",14.7
"2999","West","1999","Rams",28.4
"3000","North West","1999","Rams",19.6
"3001","State","1980","Other sheep",1705.4
"3002","Midlands and East","1980","Other sheep",205
"3003","South-East (IRL)","1980","Other sheep",462.9
"3004","South-West (IRL)","1980","Other sheep",208.7
"3005","West","1980","Other sheep",579.7
"3006","North West","1980","Other sheep",249.2
"3007","State","1981","Other sheep",1742.6
"3008","Midlands and East","1981","Other sheep",201.7
"3009","South-East (IRL)","1981","Other sheep",465.8
"3010","South-West (IRL)","1981","Other sheep",219
"3011","West","1981","Other sheep",589.7
"3012","North West","1981","Other sheep",266.4
"3013","State","1982","Other sheep",1845.2
"3014","Midlands and East","1982","Other sheep",213
"3015","South-East (IRL)","1982","Other sheep",509.7
"3016","South-West (IRL)","1982","Other sheep",229.9
"3017","West","1982","Other sheep",623.4
"3018","North West","1982","Other sheep",269.3
"3019","State","1983","Other sheep",1996.8
"3020","Midlands and East","1983","Other sheep",238.6
"3021","South-East (IRL)","1983","Other sheep",557.4
"3022","South-West (IRL)","1983","Other sheep",246.6
"3023","West","1983","Other sheep",658.5
"3024","North West","1983","Other sheep",295.6
"3025","State","1984","Other sheep",2091.5
"3026","Midlands and East","1984","Other sheep",246.1
"3027","South-East (IRL)","1984","Other sheep",574.9
"3028","South-West (IRL)","1984","Other sheep",263.4
"3029","West","1984","Other sheep",693.8
"3030","North West","1984","Other sheep",313.3
"3031","State","1985","Other sheep",2297.7
"3032","Midlands and East","1985","Other sheep",262.9
"3033","South-East (IRL)","1985","Other sheep",622.6
"3034","South-West (IRL)","1985","Other sheep",300.2
"3035","West","1985","Other sheep",772.8
"3036","North West","1985","Other sheep",339.3
"3037","State","1986","Other sheep",2617.4
"3038","Midlands and East","1986","Other sheep",306.5
"3039","South-East (IRL)","1986","Other sheep",725.3
"3040","South-West (IRL)","1986","Other sheep",324.8
"3041","West","1986","Other sheep",876.2
"3042","North West","1986","Other sheep",384.6
"3043","State","1987","Other sheep",2918.9
"3044","Midlands and East","1987","Other sheep",334.9
"3045","South-East (IRL)","1987","Other sheep",815.8
"3046","South-West (IRL)","1987","Other sheep",384
"3047","West","1987","Other sheep",965.2
"3048","North West","1987","Other sheep",419
"3049","State","1988","Other sheep",3469.3
"3050","Midlands and East","1988","Other sheep",422.3
"3051","South-East (IRL)","1988","Other sheep",977.4
"3052","South-West (IRL)","1988","Other sheep",467.5
"3053","West","1988","Other sheep",1102.7
"3054","North West","1988","Other sheep",499.4
"3055","State","1989","Other sheep",3823.3
"3056","Midlands and East","1989","Other sheep",474
"3057","South-East (IRL)","1989","Other sheep",1117.9
"3058","South-West (IRL)","1989","Other sheep",491
"3059","West","1989","Other sheep",1179.9
"3060","North West","1989","Other sheep",560.6
"3061","State","1990","Other sheep",4206.3
"3062","Midlands and East","1990","Other sheep",556.8
"3063","South-East (IRL)","1990","Other sheep",1174.1
"3064","South-West (IRL)","1990","Other sheep",561.6
"3065","West","1990","Other sheep",1284.8
"3066","North West","1990","Other sheep",629.1
"3067","State","1991","Other sheep",4146.4
"3068","Midlands and East","1991","Other sheep",685
"3069","South-East (IRL)","1991","Other sheep",1195.4
"3070","South-West (IRL)","1991","Other sheep",517.9
"3071","West","1991","Other sheep",1115.2
"3072","North West","1991","Other sheep",632.9
"3073","State","1992","Other sheep",4030.1
"3074","Midlands and East","1992","Other sheep",678.3
"3075","South-East (IRL)","1992","Other sheep",1170.7
"3076","South-West (IRL)","1992","Other sheep",505.1
"3077","West","1992","Other sheep",1068.5
"3078","North West","1992","Other sheep",607.5
"3079","State","1993","Other sheep",3786.9
"3080","Midlands and East","1993","Other sheep",612.9
"3081","South-East (IRL)","1993","Other sheep",1107.9
"3082","South-West (IRL)","1993","Other sheep",482
"3083","West","1993","Other sheep",1007.9
"3084","North West","1993","Other sheep",576.3
"3085","State","1994","Other sheep",3663.1
"3086","Midlands and East","1994","Other sheep",609.6
"3087","South-East (IRL)","1994","Other sheep",1089.3
"3088","South-West (IRL)","1994","Other sheep",438.6
"3089","West","1994","Other sheep",971.5
"3090","North West","1994","Other sheep",554.2
"3091","State","1995","Other sheep",3717.8
"3092","Midlands and East","1995","Other sheep",628.9
"3093","South-East (IRL)","1995","Other sheep",1087.2
"3094","South-West (IRL)","1995","Other sheep",431.7
"3095","West","1995","Other sheep",1022.4
"3096","North West","1995","Other sheep",547.6
"3097","State","1996","Other sheep",3422.4
"3098","Midlands and East","1996","Other sheep",544.4
"3099","South-East (IRL)","1996","Other sheep",968.9
"3100","South-West (IRL)","1996","Other sheep",394.9
"3101","West","1996","Other sheep",983.6
"3102","North West","1996","Other sheep",530.5
"3103","State","1997","Other sheep",3640.2
"3104","Midlands and East","1997","Other sheep",596.1
"3105","South-East (IRL)","1997","Other sheep",1024.6
"3106","South-West (IRL)","1997","Other sheep",432
"3107","West","1997","Other sheep",1031.4
"3108","North West","1997","Other sheep",556
"3109","State","1998","Other sheep",3734.6
"3110","Midlands and East","1998","Other sheep",610
"3111","South-East (IRL)","1998","Other sheep",1044.9
"3112","South-West (IRL)","1998","Other sheep",442
"3113","West","1998","Other sheep",1054.2
"3114","North West","1998","Other sheep",583.5
"3115","State","1999","Other sheep",3526.6
"3116","Midlands and East","1999","Other sheep",622.3
"3117","South-East (IRL)","1999","Other sheep",1061.5
"3118","South-West (IRL)","1999","Other sheep",374.6
"3119","West","1999","Other sheep",964.4
"3120","North West","1999","Other sheep",503.9
"3121","State","1980","Total pigs",1030.5
"3122","Midlands and East","1980","Total pigs",144.3
"3123","South-East (IRL)","1980","Total pigs",301.9
"3124","South-West (IRL)","1980","Total pigs",261.8
"3125","West","1980","Total pigs",47.7
"3126","North West","1980","Total pigs",274.7
"3127","State","1981","Total pigs",1021.1
"3128","Midlands and East","1981","Total pigs",139.7
"3129","South-East (IRL)","1981","Total pigs",297.8
"3130","South-West (IRL)","1981","Total pigs",261.7
"3131","West","1981","Total pigs",48.7
"3132","North West","1981","Total pigs",273.2
"3133","State","1982","Total pigs",1057.4
"3134","Midlands and East","1982","Total pigs",150.3
"3135","South-East (IRL)","1982","Total pigs",303.5
"3136","South-West (IRL)","1982","Total pigs",276.7
"3137","West","1982","Total pigs",51.2
"3138","North West","1982","Total pigs",275.7
"3139","State","1983","Total pigs",1081.2
"3140","Midlands and East","1983","Total pigs",153.7
"3141","South-East (IRL)","1983","Total pigs",296.5
"3142","South-West (IRL)","1983","Total pigs",282
"3143","West","1983","Total pigs",49.2
"3144","North West","1983","Total pigs",299.8
"3145","State","1984","Total pigs",1035.5
"3146","Midlands and East","1984","Total pigs",153.1
"3147","South-East (IRL)","1984","Total pigs",293
"3148","South-West (IRL)","1984","Total pigs",272.1
"3149","West","1984","Total pigs",48.3
"3150","North West","1984","Total pigs",269.1
"3151","State","1985","Total pigs",1004
"3152","Midlands and East","1985","Total pigs",148.2
"3153","South-East (IRL)","1985","Total pigs",284
"3154","South-West (IRL)","1985","Total pigs",260.4
"3155","West","1985","Total pigs",46.1
"3156","North West","1985","Total pigs",265.3
"3157","State","1986","Total pigs",1002.9
"3158","Midlands and East","1986","Total pigs",135.9
"3159","South-East (IRL)","1986","Total pigs",295.7
"3160","South-West (IRL)","1986","Total pigs",260.3
"3161","West","1986","Total pigs",48.6
"3162","North West","1986","Total pigs",262.4
"3163","State","1987","Total pigs",999
"3164","Midlands and East","1987","Total pigs",134.5
"3165","South-East (IRL)","1987","Total pigs",292.3
"3166","South-West (IRL)","1987","Total pigs",258
"3167","West","1987","Total pigs",45.5
"3168","North West","1987","Total pigs",268.7
"3169","State","1988","Total pigs",1013.9
"3170","Midlands and East","1988","Total pigs",150.4
"3171","South-East (IRL)","1988","Total pigs",293.2
"3172","South-West (IRL)","1988","Total pigs",248
"3173","West","1988","Total pigs",44.8
"3174","North West","1988","Total pigs",277.5
"3175","State","1989","Total pigs",1067.1
"3176","Midlands and East","1989","Total pigs",172.4
"3177","South-East (IRL)","1989","Total pigs",300.5
"3178","South-West (IRL)","1989","Total pigs",260.5
"3179","West","1989","Total pigs",44.1
"3180","North West","1989","Total pigs",289.6
"3181","State","1990","Total pigs",1194.4
"3182","Midlands and East","1990","Total pigs",233.8
"3183","South-East (IRL)","1990","Total pigs",313.4
"3184","South-West (IRL)","1990","Total pigs",279.5
"3185","West","1990","Total pigs",49.9
"3186","North West","1990","Total pigs",317.8
"3187","State","1991","Total pigs",1303.7
"3188","Midlands and East","1991","Total pigs",278.7
"3189","South-East (IRL)","1991","Total pigs",331.2
"3190","South-West (IRL)","1991","Total pigs",299.6
"3191","West","1991","Total pigs",55.7
"3192","North West","1991","Total pigs",338.5
"3193","State","1992","Total pigs",1385.8
"3194","Midlands and East","1992","Total pigs",294
"3195","South-East (IRL)","1992","Total pigs",357.1
"3196","South-West (IRL)","1992","Total pigs",311.7
"3197","West","1992","Total pigs",71.3
"3198","North West","1992","Total pigs",351.7
"3199","State","1993","Total pigs",1521.6
"3200","Midlands and East","1993","Total pigs",198.2
"3201","South-East (IRL)","1993","Total pigs",371.7
"3202","South-West (IRL)","1993","Total pigs",404.3
"3203","West","1993","Total pigs",64.4
"3204","North West","1993","Total pigs",483
"3205","State","1994","Total pigs",1530.4
"3206","Midlands and East","1994","Total pigs",218
"3207","South-East (IRL)","1994","Total pigs",363
"3208","South-West (IRL)","1994","Total pigs",396.5
"3209","West","1994","Total pigs",68.9
"3210","North West","1994","Total pigs",484
"3211","State","1995","Total pigs",1550.4
"3212","Midlands and East","1995","Total pigs",259
"3213","South-East (IRL)","1995","Total pigs",376.7
"3214","South-West (IRL)","1995","Total pigs",392.4
"3215","West","1995","Total pigs",53.6
"3216","North West","1995","Total pigs",468.8
"3217","State","1996","Total pigs",1620.8
"3218","Midlands and East","1996","Total pigs",275
"3219","South-East (IRL)","1996","Total pigs",402.8
"3220","South-West (IRL)","1996","Total pigs",416.6
"3221","West","1996","Total pigs",67.3
"3222","North West","1996","Total pigs",459.1
"3223","State","1997","Total pigs",1699.5
"3224","Midlands and East","1997","Total pigs",281.5
"3225","South-East (IRL)","1997","Total pigs",420.7
"3226","South-West (IRL)","1997","Total pigs",475.5
"3227","West","1997","Total pigs",75.9
"3228","North West","1997","Total pigs",446
"3229","State","1998","Total pigs",1818.6
"3230","Midlands and East","1998","Total pigs",282.2
"3231","South-East (IRL)","1998","Total pigs",435.3
"3232","South-West (IRL)","1998","Total pigs",485.6
"3233","West","1998","Total pigs",70.6
"3234","North West","1998","Total pigs",544.9
"3235","State","1999","Total pigs",1786.9
"3236","Midlands and East","1999","Total pigs",294.8
"3237","South-East (IRL)","1999","Total pigs",436.4
"3238","South-West (IRL)","1999","Total pigs",482
"3239","West","1999","Total pigs",74.6
"3240","North West","1999","Total pigs",499
"3241","State","1980","Breeding pigs",120.1
"3242","Midlands and East","1980","Breeding pigs",17
"3243","South-East (IRL)","1980","Breeding pigs",34
"3244","South-West (IRL)","1980","Breeding pigs",32.1
"3245","West","1980","Breeding pigs",5.4
"3246","North West","1980","Breeding pigs",31.8
"3247","State","1981","Breeding pigs",118.3
"3248","Midlands and East","1981","Breeding pigs",16.8
"3249","South-East (IRL)","1981","Breeding pigs",33.7
"3250","South-West (IRL)","1981","Breeding pigs",31.4
"3251","West","1981","Breeding pigs",4.9
"3252","North West","1981","Breeding pigs",31.5
"3253","State","1982","Breeding pigs",122.5
"3254","Midlands and East","1982","Breeding pigs",17.6
"3255","South-East (IRL)","1982","Breeding pigs",34.7
"3256","South-West (IRL)","1982","Breeding pigs",33.1
"3257","West","1982","Breeding pigs",5.3
"3258","North West","1982","Breeding pigs",31.8
"3259","State","1983","Breeding pigs",122.5
"3260","Midlands and East","1983","Breeding pigs",17.1
"3261","South-East (IRL)","1983","Breeding pigs",33.9
"3262","South-West (IRL)","1983","Breeding pigs",32.3
"3263","West","1983","Breeding pigs",5
"3264","North West","1983","Breeding pigs",34.1
"3265","State","1984","Breeding pigs",116.9
"3266","Midlands and East","1984","Breeding pigs",16.4
"3267","South-East (IRL)","1984","Breeding pigs",33.6
"3268","South-West (IRL)","1984","Breeding pigs",31.5
"3269","West","1984","Breeding pigs",4.9
"3270","North West","1984","Breeding pigs",30.4
"3271","State","1985","Breeding pigs",116.9
"3272","Midlands and East","1985","Breeding pigs",15.9
"3273","South-East (IRL)","1985","Breeding pigs",32.7
"3274","South-West (IRL)","1985","Breeding pigs",31.6
"3275","West","1985","Breeding pigs",5.2
"3276","North West","1985","Breeding pigs",31.5
"3277","State","1986","Breeding pigs",116.9
"3278","Midlands and East","1986","Breeding pigs",15.7
"3279","South-East (IRL)","1986","Breeding pigs",33
"3280","South-West (IRL)","1986","Breeding pigs",31.9
"3281","West","1986","Breeding pigs",5.2
"3282","North West","1986","Breeding pigs",31
"3283","State","1987","Breeding pigs",111.8
"3284","Midlands and East","1987","Breeding pigs",15.1
"3285","South-East (IRL)","1987","Breeding pigs",32
"3286","South-West (IRL)","1987","Breeding pigs",30.2
"3287","West","1987","Breeding pigs",4.9
"3288","North West","1987","Breeding pigs",29.7
"3289","State","1988","Breeding pigs",120.5
"3290","Midlands and East","1988","Breeding pigs",19.6
"3291","South-East (IRL)","1988","Breeding pigs",35.1
"3292","South-West (IRL)","1988","Breeding pigs",30.6
"3293","West","1988","Breeding pigs",5.1
"3294","North West","1988","Breeding pigs",30.1
"3295","State","1989","Breeding pigs",126.4
"3296","Midlands and East","1989","Breeding pigs",22.9
"3297","South-East (IRL)","1989","Breeding pigs",34.2
"3298","South-West (IRL)","1989","Breeding pigs",30.1
"3299","West","1989","Breeding pigs",5.4
"3300","North West","1989","Breeding pigs",33.8
"3301","State","1990","Breeding pigs",151.7
"3302","Midlands and East","1990","Breeding pigs",31.4
"3303","South-East (IRL)","1990","Breeding pigs",39.7
"3304","South-West (IRL)","1990","Breeding pigs",33.6
"3305","West","1990","Breeding pigs",6.8
"3306","North West","1990","Breeding pigs",40.3
"3307","State","1991","Breeding pigs",161.1
"3308","Midlands and East","1991","Breeding pigs",36.4
"3309","South-East (IRL)","1991","Breeding pigs",41.5
"3310","South-West (IRL)","1991","Breeding pigs",33.6
"3311","West","1991","Breeding pigs",7.3
"3312","North West","1991","Breeding pigs",42.3
"3313","State","1992","Breeding pigs",173.6
"3314","Midlands and East","1992","Breeding pigs",42.2
"3315","South-East (IRL)","1992","Breeding pigs",44
"3316","South-West (IRL)","1992","Breeding pigs",34.6
"3317","West","1992","Breeding pigs",10
"3318","North West","1992","Breeding pigs",42.8
"3319","State","1993","Breeding pigs",179.7
"3320","Midlands and East","1993","Breeding pigs",27.5
