"","Region","Year","Type.of.Animal","value"
"3969","State","1997","Other fowl",1177.1
"3970","Dublin plus Mid East","1997","Other fowl",155.5
"3971","Border","1997","Other fowl",965.9
"3972","Midland","1997","Other fowl",6.4
"3973","West","1997","Other fowl",5.7
"3974","Mid-West","1997","Other fowl",11.8
"3975","South-East","1997","Other fowl",18.8
"3976","South-West","1997","Other fowl",13
"3977","State","1998","Other fowl",1560.2
"3978","Dublin plus Mid East","1998","Other fowl",207.5
"3979","Border","1998","Other fowl",1203.5
"3980","Midland","1998","Other fowl",14.4
"3981","West","1998","Other fowl",3.5
"3982","Mid-West","1998","Other fowl",17.2
"3983","South-East","1998","Other fowl",13.1
"3984","South-West","1998","Other fowl",101
"3985","State","1999","Other fowl",1277.7
"3986","Dublin plus Mid East","1999","Other fowl",140.5
"3987","Border","1999","Other fowl",1021.1
"3988","Midland","1999","Other fowl",11.9
"3989","West","1999","Other fowl",4
"3990","Mid-West","1999","Other fowl",9.6
"3991","South-East","1999","Other fowl",6.9
"3992","South-West","1999","Other fowl",83.7
"3993","State","2000","Other fowl",1235.9
"3994","Dublin plus Mid East","2000","Other fowl",24.8
"3995","Border","2000","Other fowl",1058.8
"3996","Midland","2000","Other fowl",10.3
"3997","West","2000","Other fowl",8.1
"3998","Mid-West","2000","Other fowl",16.5
"3999","South-East","2000","Other fowl",15.6
"4000","South-West","2000","Other fowl",101.8
"4001","State","2001","Other fowl",1152.3
"4002","Dublin plus Mid East","2001","Other fowl",NA
"4003","Border","2001","Other fowl",NA
"4004","Midland","2001","Other fowl",NA
"4005","West","2001","Other fowl",NA
"4006","Mid-West","2001","Other fowl",NA
"4007","South-East","2001","Other fowl",NA
"4008","South-West","2001","Other fowl",NA
"4009","State","2002","Other fowl",1109.5
"4010","Dublin plus Mid East","2002","Other fowl",NA
"4011","Border","2002","Other fowl",NA
"4012","Midland","2002","Other fowl",NA
"4013","West","2002","Other fowl",NA
"4014","Mid-West","2002","Other fowl",NA
"4015","South-East","2002","Other fowl",NA
"4016","South-West","2002","Other fowl",NA
"4017","State","2003","Other fowl",1372.6
"4018","Dublin plus Mid East","2003","Other fowl",NA
"4019","Border","2003","Other fowl",NA
"4020","Midland","2003","Other fowl",NA
"4021","West","2003","Other fowl",NA
"4022","Mid-West","2003","Other fowl",NA
"4023","South-East","2003","Other fowl",NA
"4024","South-West","2003","Other fowl",NA
"4025","State","2004","Other fowl",NA
"4026","Dublin plus Mid East","2004","Other fowl",NA
"4027","Border","2004","Other fowl",NA
"4028","Midland","2004","Other fowl",NA
"4029","West","2004","Other fowl",NA
"4030","Mid-West","2004","Other fowl",NA
"4031","South-East","2004","Other fowl",NA
"4032","South-West","2004","Other fowl",NA
"4033","State","1991","Total horses and ponies",63.1
"4034","Dublin plus Mid East","1991","Total horses and ponies",14
"4035","Border","1991","Total horses and ponies",4.7
"4036","Midland","1991","Total horses and ponies",4.7
"4037","West","1991","Total horses and ponies",6.2
"4038","Mid-West","1991","Total horses and ponies",8.6
"4039","South-East","1991","Total horses and ponies",15.7
"4040","South-West","1991","Total horses and ponies",9.3
"4041","State","1992","Total horses and ponies",65.1
"4042","Dublin plus Mid East","1992","Total horses and ponies",14.3
"4043","Border","1992","Total horses and ponies",5.4
"4044","Midland","1992","Total horses and ponies",5.3
"4045","West","1992","Total horses and ponies",6.6
"4046","Mid-West","1992","Total horses and ponies",8.7
"4047","South-East","1992","Total horses and ponies",15.6
"4048","South-West","1992","Total horses and ponies",9.3
"4049","State","1993","Total horses and ponies",66.2
"4050","Dublin plus Mid East","1993","Total horses and ponies",13.9
"4051","Border","1993","Total horses and ponies",5.9
"4052","Midland","1993","Total horses and ponies",5.1
"4053","West","1993","Total horses and ponies",7.2
"4054","Mid-West","1993","Total horses and ponies",9
"4055","South-East","1993","Total horses and ponies",15.8
"4056","South-West","1993","Total horses and ponies",9.4
"4057","State","1994","Total horses and ponies",67
"4058","Dublin plus Mid East","1994","Total horses and ponies",13.4
"4059","Border","1994","Total horses and ponies",6
"4060","Midland","1994","Total horses and ponies",5
"4061","West","1994","Total horses and ponies",7.5
"4062","Mid-West","1994","Total horses and ponies",9
"4063","South-East","1994","Total horses and ponies",16.4
"4064","South-West","1994","Total horses and ponies",9.7
"4065","State","1995","Total horses and ponies",68
"4066","Dublin plus Mid East","1995","Total horses and ponies",13.1
"4067","Border","1995","Total horses and ponies",6.7
"4068","Midland","1995","Total horses and ponies",5.2
"4069","West","1995","Total horses and ponies",7.7
"4070","Mid-West","1995","Total horses and ponies",9.7
"4071","South-East","1995","Total horses and ponies",15.9
"4072","South-West","1995","Total horses and ponies",9.8
"4073","State","1996","Total horses and ponies",69.9
"4074","Dublin plus Mid East","1996","Total horses and ponies",13.1
"4075","Border","1996","Total horses and ponies",7.1
"4076","Midland","1996","Total horses and ponies",5.3
"4077","West","1996","Total horses and ponies",8.3
"4078","Mid-West","1996","Total horses and ponies",9.4
"4079","South-East","1996","Total horses and ponies",16.7
"4080","South-West","1996","Total horses and ponies",10.1
"4081","State","1997","Total horses and ponies",71.9
"4082","Dublin plus Mid East","1997","Total horses and ponies",14.1
"4083","Border","1997","Total horses and ponies",7.4
"4084","Midland","1997","Total horses and ponies",5.6
"4085","West","1997","Total horses and ponies",8.9
"4086","Mid-West","1997","Total horses and ponies",9.7
"4087","South-East","1997","Total horses and ponies",15.7
"4088","South-West","1997","Total horses and ponies",10.6
"4089","State","1998","Total horses and ponies",72.8
"4090","Dublin plus Mid East","1998","Total horses and ponies",14.3
"4091","Border","1998","Total horses and ponies",7.5
"4092","Midland","1998","Total horses and ponies",4.9
"4093","West","1998","Total horses and ponies",9.1
"4094","Mid-West","1998","Total horses and ponies",9.9
"4095","South-East","1998","Total horses and ponies",16.3
"4096","South-West","1998","Total horses and ponies",10.8
"4097","State","1999","Total horses and ponies",75.5
"4098","Dublin plus Mid East","1999","Total horses and ponies",15.1
"4099","Border","1999","Total horses and ponies",7.5
"4100","Midland","1999","Total horses and ponies",5.3
"4101","West","1999","Total horses and ponies",9.4
"4102","Mid-West","1999","Total horses and ponies",10.3
"4103","South-East","1999","Total horses and ponies",16.5
"4104","South-West","1999","Total horses and ponies",11.4
"4105","State","2000","Total horses and ponies",69.9
"4106","Dublin plus Mid East","2000","Total horses and ponies",12.2
"4107","Border","2000","Total horses and ponies",7.3
"4108","Midland","2000","Total horses and ponies",6.2
"4109","West","2000","Total horses and ponies",11.3
"4110","Mid-West","2000","Total horses and ponies",9.3
"4111","South-East","2000","Total horses and ponies",14.2
"4112","South-West","2000","Total horses and ponies",9.5
"4113","State","2001","Total horses and ponies",71
"4114","Dublin plus Mid East","2001","Total horses and ponies",12.4
"4115","Border","2001","Total horses and ponies",7.8
"4116","Midland","2001","Total horses and ponies",6.8
"4117","West","2001","Total horses and ponies",11.1
"4118","Mid-West","2001","Total horses and ponies",9.1
"4119","South-East","2001","Total horses and ponies",14.3
"4120","South-West","2001","Total horses and ponies",9.6
"4121","State","2002","Total horses and ponies",72.6
"4122","Dublin plus Mid East","2002","Total horses and ponies",12.6
"4123","Border","2002","Total horses and ponies",7.9
"4124","Midland","2002","Total horses and ponies",6.8
"4125","West","2002","Total horses and ponies",10.8
"4126","Mid-West","2002","Total horses and ponies",9.3
"4127","South-East","2002","Total horses and ponies",14.9
"4128","South-West","2002","Total horses and ponies",10.2
"4129","State","2003","Total horses and ponies",70.4
"4130","Dublin plus Mid East","2003","Total horses and ponies",11.9
"4131","Border","2003","Total horses and ponies",7.3
"4132","Midland","2003","Total horses and ponies",6.2
"4133","West","2003","Total horses and ponies",10.8
"4134","Mid-West","2003","Total horses and ponies",10.5
"4135","South-East","2003","Total horses and ponies",14.6
"4136","South-West","2003","Total horses and ponies",9.2
"4137","State","2004","Total horses and ponies",72.8
"4138","Dublin plus Mid East","2004","Total horses and ponies",12.8
"4139","Border","2004","Total horses and ponies",7
"4140","Midland","2004","Total horses and ponies",6.3
"4141","West","2004","Total horses and ponies",11.9
"4142","Mid-West","2004","Total horses and ponies",10.8
"4143","South-East","2004","Total horses and ponies",14.7
"4144","South-West","2004","Total horses and ponies",9.4
"4145","State","1991","Total mules, jennets and asses",7.3
"4146","Dublin plus Mid East","1991","Total mules, jennets and asses",0.5
"4147","Border","1991","Total mules, jennets and asses",1.1
"4148","Midland","1991","Total mules, jennets and asses",0.5
"4149","West","1991","Total mules, jennets and asses",2.6
"4150","Mid-West","1991","Total mules, jennets and asses",0.9
"4151","South-East","1991","Total mules, jennets and asses",0.6
"4152","South-West","1991","Total mules, jennets and asses",1.2
"4153","State","1992","Total mules, jennets and asses",8
"4154","Dublin plus Mid East","1992","Total mules, jennets and asses",0.5
"4155","Border","1992","Total mules, jennets and asses",1.2
"4156","Midland","1992","Total mules, jennets and asses",0.6
"4157","West","1992","Total mules, jennets and asses",2.8
"4158","Mid-West","1992","Total mules, jennets and asses",1
"4159","South-East","1992","Total mules, jennets and asses",0.7
"4160","South-West","1992","Total mules, jennets and asses",1.3
"4161","State","1993","Total mules, jennets and asses",8.5
"4162","Dublin plus Mid East","1993","Total mules, jennets and asses",0.5
"4163","Border","1993","Total mules, jennets and asses",1.3
"4164","Midland","1993","Total mules, jennets and asses",0.7
"4165","West","1993","Total mules, jennets and asses",2.7
"4166","Mid-West","1993","Total mules, jennets and asses",1.1
"4167","South-East","1993","Total mules, jennets and asses",0.8
"4168","South-West","1993","Total mules, jennets and asses",1.4
"4169","State","1994","Total mules, jennets and asses",7.8
"4170","Dublin plus Mid East","1994","Total mules, jennets and asses",0.5
"4171","Border","1994","Total mules, jennets and asses",1.2
"4172","Midland","1994","Total mules, jennets and asses",0.7
"4173","West","1994","Total mules, jennets and asses",2.5
"4174","Mid-West","1994","Total mules, jennets and asses",1.1
"4175","South-East","1994","Total mules, jennets and asses",0.7
"4176","South-West","1994","Total mules, jennets and asses",1.2
"4177","State","1995","Total mules, jennets and asses",7
"4178","Dublin plus Mid East","1995","Total mules, jennets and asses",0.4
"4179","Border","1995","Total mules, jennets and asses",0.8
"4180","Midland","1995","Total mules, jennets and asses",0.8
"4181","West","1995","Total mules, jennets and asses",2.4
"4182","Mid-West","1995","Total mules, jennets and asses",0.9
"4183","South-East","1995","Total mules, jennets and asses",0.6
"4184","South-West","1995","Total mules, jennets and asses",1.1
"4185","State","1996","Total mules, jennets and asses",7.6
"4186","Dublin plus Mid East","1996","Total mules, jennets and asses",0.4
"4187","Border","1996","Total mules, jennets and asses",1.1
"4188","Midland","1996","Total mules, jennets and asses",0.8
"4189","West","1996","Total mules, jennets and asses",2.4
"4190","Mid-West","1996","Total mules, jennets and asses",1
"4191","South-East","1996","Total mules, jennets and asses",0.6
"4192","South-West","1996","Total mules, jennets and asses",1.3
"4193","State","1997","Total mules, jennets and asses",7.1
"4194","Dublin plus Mid East","1997","Total mules, jennets and asses",0.5
"4195","Border","1997","Total mules, jennets and asses",0.8
"4196","Midland","1997","Total mules, jennets and asses",0.7
"4197","West","1997","Total mules, jennets and asses",2.5
"4198","Mid-West","1997","Total mules, jennets and asses",0.8
"4199","South-East","1997","Total mules, jennets and asses",0.6
"4200","South-West","1997","Total mules, jennets and asses",1.1
"4201","State","1998","Total mules, jennets and asses",7.5
"4202","Dublin plus Mid East","1998","Total mules, jennets and asses",0.5
"4203","Border","1998","Total mules, jennets and asses",1.1
"4204","Midland","1998","Total mules, jennets and asses",0.7
"4205","West","1998","Total mules, jennets and asses",2.6
"4206","Mid-West","1998","Total mules, jennets and asses",0.9
"4207","South-East","1998","Total mules, jennets and asses",0.6
"4208","South-West","1998","Total mules, jennets and asses",1.1
"4209","State","1999","Total mules, jennets and asses",7.3
"4210","Dublin plus Mid East","1999","Total mules, jennets and asses",0.5
"4211","Border","1999","Total mules, jennets and asses",1
"4212","Midland","1999","Total mules, jennets and asses",0.7
"4213","West","1999","Total mules, jennets and asses",2.5
"4214","Mid-West","1999","Total mules, jennets and asses",0.9
"4215","South-East","1999","Total mules, jennets and asses",0.7
"4216","South-West","1999","Total mules, jennets and asses",1
"4217","State","2000","Total mules, jennets and asses",5
"4218","Dublin plus Mid East","2000","Total mules, jennets and asses",0.3
"4219","Border","2000","Total mules, jennets and asses",0.9
"4220","Midland","2000","Total mules, jennets and asses",0.4
"4221","West","2000","Total mules, jennets and asses",1.3
"4222","Mid-West","2000","Total mules, jennets and asses",0.6
"4223","South-East","2000","Total mules, jennets and asses",0.5
"4224","South-West","2000","Total mules, jennets and asses",1.1
"4225","State","2001","Total mules, jennets and asses",4.9
"4226","Dublin plus Mid East","2001","Total mules, jennets and asses",0.3
"4227","Border","2001","Total mules, jennets and asses",0.7
"4228","Midland","2001","Total mules, jennets and asses",0.4
"4229","West","2001","Total mules, jennets and asses",1.3
"4230","Mid-West","2001","Total mules, jennets and asses",0.7
"4231","South-East","2001","Total mules, jennets and asses",0.4
"4232","South-West","2001","Total mules, jennets and asses",1.1
"4233","State","2002","Total mules, jennets and asses",4.7
"4234","Dublin plus Mid East","2002","Total mules, jennets and asses",0.3
"4235","Border","2002","Total mules, jennets and asses",0.8
"4236","Midland","2002","Total mules, jennets and asses",0.4
"4237","West","2002","Total mules, jennets and asses",1
"4238","Mid-West","2002","Total mules, jennets and asses",0.6
"4239","South-East","2002","Total mules, jennets and asses",0.4
"4240","South-West","2002","Total mules, jennets and asses",1.2
"4241","State","2003","Total mules, jennets and asses",5.8
"4242","Dublin plus Mid East","2003","Total mules, jennets and asses",0.3
"4243","Border","2003","Total mules, jennets and asses",1
"4244","Midland","2003","Total mules, jennets and asses",0.4
"4245","West","2003","Total mules, jennets and asses",1.6
"4246","Mid-West","2003","Total mules, jennets and asses",0.6
"4247","South-East","2003","Total mules, jennets and asses",0.5
"4248","South-West","2003","Total mules, jennets and asses",1.3
"4249","State","2004","Total mules, jennets and asses",5.7
"4250","Dublin plus Mid East","2004","Total mules, jennets and asses",0.4
"4251","Border","2004","Total mules, jennets and asses",1.2
"4252","Midland","2004","Total mules, jennets and asses",0.3
"4253","West","2004","Total mules, jennets and asses",1.4
"4254","Mid-West","2004","Total mules, jennets and asses",0.7
"4255","South-East","2004","Total mules, jennets and asses",0.5
"4256","South-West","2004","Total mules, jennets and asses",1
"4257","State","1991","Total goats",17.4
"4258","Dublin plus Mid East","1991","Total goats",1.7
"4259","Border","1991","Total goats",3.9
